,Label,Total,Enrolled in school,"Enrolled in nursery school, preschool",Enrolled in kindergarten,Enrolled in grade 1 to 4,Enrolled in grade 5 to 8,Enrolled in grade 9 to 12,"Enrolled in college, undergraduate years",Graduate or professional school,Not enrolled in school,Educational ratio
522,"Cass County, North Dakota",156391,48452,2735,1706,7301,8515,6830,18448,2917,107939,0.30981322454616955
523,"Grand Forks County, North Dakota",66321,23549,1102,768,2242,3148,2624,12732,933,42772,0.3550760694199424
524,"Ward County, North Dakota",64684,13420,587,1367,2797,2663,2714,2842,450,51264,0.207470162636819
525,"Allen County, Ohio",101802,26563,1418,1557,5503,5510,5373,6492,710,75239,0.2609280760692324
526,"Ashtabula County, Ohio",96548,23198,1799,945,5305,5040,5266,4646,197,73350,0.24027426772175497
527,"Belmont County, Ohio",67357,14036,828,861,2402,3340,3856,2099,650,53321,0.20838220229523285
528,"Butler County, Ohio",357600,103707,6253,4829,20966,20555,18786,29285,3033,253893,0.290008389261745
529,"Clark County, Ohio",131903,33000,1914,2066,6503,7908,7368,6433,808,98903,0.25018384722106396
530,"Clermont County, Ohio",194881,48460,2857,2827,10141,11281,12500,6984,1870,146421,0.24866456966045947
531,"Columbiana County, Ohio",102423,23046,1650,1327,5141,5368,4938,3813,809,79377,0.22500805483143435
532,"Cuyahoga County, Ohio",1219415,319720,20095,13294,62002,61016,68116,73932,21265,899695,0.2621912966463427
533,"Delaware County, Ohio",177969,53657,4044,2771,12051,14068,10789,7625,2309,124312,0.3014963280121819
534,"Erie County, Ohio",73321,17489,1166,861,3101,4084,3449,4126,702,55832,0.2385264794533626
535,"Fairfield County, Ohio",143844,38500,2337,2142,8385,8513,9555,6183,1385,105344,0.2676510664330803
536,"Franklin County, Ohio",1158044,331098,21457,15975,61359,62843,61725,81220,26519,826946,0.28591141614653676
537,"Geauga County, Ohio",91363,22482,869,608,5557,6019,4873,3729,827,68881,0.24607335573481606
538,"Greene County, Ohio",157761,50576,3435,1641,7010,8251,8339,17827,4073,107185,0.32058620318076075
539,"Hamilton County, Ohio",773202,211297,12224,11566,41245,42893,41690,47931,13748,561905,0.2732752889930445
540,"Hancock County, Ohio",72914,20388,1539,524,3367,4640,3221,6088,1009,52526,0.2796170831390405
541,"Jefferson County, Ohio",66610,16551,1538,791,2434,3405,3520,4359,504,50059,0.24847620477405796
542,"Lake County, Ohio",223302,53914,2648,3166,11295,11456,12203,10900,2246,169388,0.24143984379898076
543,"Licking County, Ohio",162436,43339,2735,2216,9744,8886,8471,10410,877,119097,0.2668066192223399
544,"Lorain County, Ohio",293025,77692,4305,3296,15597,17636,16714,17609,2535,215333,0.26513778687825273
545,"Lucas County, Ohio",420234,116252,7953,5889,21173,23929,23743,27701,5864,303982,0.27663635022392286
546,"Mahoning County, Ohio",226375,54194,4041,2034,10685,11622,11737,11257,2818,172181,0.23939922694643842
547,"Marion County, Ohio",63679,12666,784,1274,2849,2892,2940,1651,276,51013,0.19890387725937908
548,"Medina County, Ohio",169958,43604,3132,1927,10469,10279,9714,6602,1481,126354,0.2565575024417797
549,"Miami County, Ohio",100287,26140,2218,1782,4578,5892,6185,4780,705,74147,0.2606519289638737
550,"Montgomery County, Ohio",517651,142045,8836,6477,27961,25484,28790,38113,6384,375606,0.27440302443151854
551,"Muskingum County, Ohio",82560,20509,1249,1464,4237,4098,5513,3575,373,62051,0.24841327519379844
552,"Portage County, Ohio",159221,50327,1874,1520,5759,8453,9216,20658,2847,108894,0.31608267753625463
553,"Richland County, Ohio",117985,28023,1932,1325,4940,7378,6802,5080,566,89962,0.23751324320888248
554,"Ross County, Ohio",75362,16196,1095,1142,3556,3695,4257,2344,107,59166,0.2149093707704148
555,"Scioto County, Ohio",76215,19840,1411,1149,4419,3687,4106,4307,761,56375,0.2603162107196746
556,"Stark County, Ohio",363654,97069,6158,4959,17334,20425,19850,24580,3763,266585,0.2669268040500036
557,"Summit County, Ohio",523836,136501,8298,4671,26311,27104,29588,33430,7099,387335,0.260579647065112
558,"Trumbull County, Ohio",200277,43178,1885,2474,9584,10517,10969,6574,1175,157099,0.21559140590282458
559,"Tuscarawas County, Ohio",89763,24346,1811,842,3871,5525,6578,5031,688,65417,0.27122533783407415
560,"Warren County, Ohio",212404,57332,4088,3043,11540,15795,13311,7305,2250,155072,0.26991958720174763
561,"Wayne County, Ohio",111355,28094,1816,1688,5582,7137,5334,5599,938,83261,0.25229221858021644
562,"Wood County, Ohio",124893,41096,2075,1833,5633,6035,6691,15871,2958,83797,0.32904966651453643
563,"Canadian County, Oklahoma",120379,33205,1750,3503,8488,6046,7135,5706,577,87174,0.27583714767525896
564,"Cleveland County, Oklahoma",260738,85197,4444,4351,14756,12521,12251,30077,6797,175541,0.32675329257722313
565,"Comanche County, Oklahoma",118865,30687,1503,2418,7407,5796,6631,5236,1696,88178,0.2581668279140201
566,"Creek County, Oklahoma",68204,17136,1273,957,4131,3858,3930,2569,418,51068,0.25124626121635096
567,"Muskogee County, Oklahoma",67475,16643,1260,864,3848,3810,3515,3136,210,50832,0.24665431641348648
568,"Oklahoma County, Oklahoma",719839,198153,12658,11365,43405,40415,37314,43379,9617,521686,0.2752740543371504
569,"Payne County, Oklahoma",76646,31688,645,1125,4320,3501,2996,15861,3240,44958,0.41343318633718656
570,"Pottawatomie County, Oklahoma",68240,18197,1150,987,3875,3900,4044,3764,477,50043,0.2666617819460727
571,"Rogers County, Oklahoma",86295,22989,1772,1485,5069,4813,5624,3551,675,63306,0.26640013905788285
572,"Tulsa County, Oklahoma",594799,161728,12634,9687,34902,34889,31697,30464,7455,433071,0.27190361786082357
573,"Wagoner County, Oklahoma",73034,19819,980,1264,4225,4900,4532,3522,396,53215,0.27136676068680343
574,"Benton County, Oregon",84553,33582,926,855,2786,3684,4286,17852,3193,50971,0.39717100516835596
575,"Clackamas County, Oregon",376604,93757,5985,6019,17861,18979,22550,18972,3391,282847,0.24895380824420346
576,"Deschutes County, Oregon",160766,41463,2124,1347,8302,8480,8758,11261,1191,119303,0.2579090106116965
577,"Douglas County, Oregon",103791,20924,626,1063,4510,5176,5039,3947,563,82867,0.201597441011263
578,"Jackson County, Oregon",202157,45967,3232,2636,10034,10206,8577,10091,1191,156190,0.22738267781971438
579,"Josephine County, Oregon",81182,16065,392,515,5193,3385,3844,2223,513,65117,0.19788869453819813
580,"Klamath County, Oregon",64005,15043,635,868,2412,4206,3407,3168,347,48962,0.23502851339739084
581,"Lane County, Oregon",346159,92602,3669,3085,15505,15435,16924,34106,3878,253557,0.2675129059189563
582,"Linn County, Oregon",114013,29451,1143,1157,5985,6298,6854,6891,1123,84562,0.25831264855762065
583,"Marion County, Oregon",311313,83951,3651,4905,19360,16925,18794,18290,2026,227362,0.2696675050511864
584,"Multnomah County, Oregon",738351,186620,12644,9081,31924,32670,30547,51768,17986,551731,0.25275241721078456
585,"Polk County, Oregon",74257,22231,540,1649,4026,4081,4507,7130,298,52026,0.2993791831073165
586,"Umatilla County, Oregon",72797,20104,520,1111,4185,4926,5249,3528,585,52693,0.2761652265890078
587,"Washington County, Oregon",533198,142695,9559,7064,29176,32612,28825,29202,6257,390503,0.2676210338373362
588,"Yamhill County, Oregon",97820,24024,835,1245,4765,6291,5522,4864,502,73796,0.2455939480678798
589,"Adams County, Pennsylvania",98480,24645,1594,696,4327,4659,6372,6215,782,73835,0.25025385865150285
590,"Allegheny County, Pennsylvania",1193819,293305,21015,14176,51908,50683,56510,74009,25004,900514,0.24568632263349804
591,"Armstrong County, Pennsylvania",66237,12730,1026,893,3014,2747,3190,1658,202,53507,0.19218865588719297
592,"Beaver County, Pennsylvania",165731,35939,2672,2208,7963,6635,8572,6472,1417,129792,0.21685140378082554
593,"Berks County, Pennsylvania",398634,103728,4788,5597,21070,22256,22905,23980,3132,294906,0.2602086124113849
594,"Blair County, Pennsylvania",122298,26603,1657,1154,6118,6045,5814,5197,618,95695,0.21752604294428363
595,"Bucks County, Pennsylvania",608341,146351,9823,7153,31700,29403,37504,25983,4785,461990,0.24057395441043758
596,"Butler County, Pennsylvania",180272,44294,2011,2605,8451,9642,9796,9849,1940,135978,0.2457064879737286
597,"Cambria County, Pennsylvania",136427,30601,1668,1467,6194,6161,6375,7239,1497,105826,0.22430310715620808
598,"Carbon County, Pennsylvania",62704,12972,485,605,3496,2282,3158,2434,512,49732,0.2068767542740495
599,"Centre County, Pennsylvania",151986,60178,1317,1327,5568,5276,5786,35523,5381,91808,0.3959443632966194
600,"Chester County, Pennsylvania",493305,136423,11182,6913,26058,29319,27964,28161,6826,356882,0.2765489909893474
601,"Clearfield County, Pennsylvania",78580,14470,1110,647,3453,3046,3847,2055,312,64110,0.18414354797658436
602,"Columbia County, Pennsylvania",65268,19012,850,394,2950,2990,3161,8345,322,46256,0.2912912912912913
603,"Crawford County, Pennsylvania",84579,19583,1108,945,4213,4796,3946,3997,578,64996,0.23153501460173329
604,"Cumberland County, Pennsylvania",233410,57517,2409,2290,10132,11160,11416,16655,3455,175893,0.24642046184824987
605,"Dauphin County, Pennsylvania",261248,61299,3727,3121,11802,14171,14239,11770,2469,199949,0.2346391168544831
606,"Delaware County, Pennsylvania",541961,153438,10631,6204,26994,30559,30575,39496,8979,388523,0.28311631279741534
607,"Erie County, Pennsylvania",271607,67618,3814,4002,13500,12984,14048,16235,3035,203989,0.24895529202119238
608,"Fayette County, Pennsylvania",131282,25645,1632,1164,6180,6431,5950,3427,861,105637,0.19534284974330068
609,"Franklin County, Pennsylvania",146391,34722,1102,2052,8882,7727,8404,5934,621,111669,0.23718671229788715
610,"Indiana County, Pennsylvania",85193,24289,653,494,3420,3748,4244,10619,1111,60904,0.2851055837920956
611,"Lackawanna County, Pennsylvania",207213,50919,3400,2479,8967,9635,10365,12732,3341,156294,0.24573265190890534
612,"Lancaster County, Pennsylvania",506896,125071,6962,5423,28195,29418,25355,24623,5095,381825,0.2467389760424229
613,"Lawrence County, Pennsylvania",86562,18745,778,891,3878,4898,4339,3110,851,67817,0.21654998729234537
614,"Lebanon County, Pennsylvania",130018,29631,1491,1758,6007,7002,6448,6108,817,100387,0.22789921395499085
615,"Lehigh County, Pennsylvania",344189,84958,5314,5858,19030,16534,17399,18142,2681,259231,0.2468353143185866
616,"Luzerne County, Pennsylvania",311053,70243,4109,3278,13479,14043,15790,16832,2712,240810,0.22582325198599595
617,"Lycoming County, Pennsylvania",113417,25979,1449,1468,5647,4829,5259,7070,257,87438,0.22905737235158752
618,"Mercer County, Pennsylvania",111875,26841,2172,1045,4521,5335,6393,6420,955,85034,0.2399195530726257
619,"Monroe County, Pennsylvania",163991,43201,1868,1118,8377,8843,10438,11053,1504,120790,0.263435188516443
620,"Montgomery County, Pennsylvania",783798,201319,14002,8481,40822,41997,45022,36076,14919,582479,0.25685061712328944
621,"Northampton County, Pennsylvania",291943,75372,4546,3374,13888,15048,15695,19048,3773,216571,0.258173684589115
622,"Northumberland County, Pennsylvania",91476,16865,1055,1370,4089,3564,4258,1974,555,74611,0.18436529800166163
623,"Philadelphia County, Pennsylvania",1488683,405891,25017,19997,71560,70025,74934,105973,38385,1082792,0.2726510613743826
624,"Schuylkill County, Pennsylvania",142436,29096,2087,1265,6351,6875,7789,3957,772,113340,0.20427420034261
625,"Somerset County, Pennsylvania",74359,13423,652,558,3366,3002,3468,1837,540,60936,0.1805161446496053
626,"Washington County, Pennsylvania",202413,46383,2817,2884,7781,10609,10338,10509,1445,156030,0.22915030161106253
627,"Westmoreland County, Pennsylvania",352751,77499,4508,3745,16434,15945,16930,16719,3218,275252,0.21969888108042215
628,"York County, Pennsylvania",424209,102387,7802,5984,21972,22681,22766,18205,2977,321822,0.24135980141864033
629,"Kent County, Rhode Island",160729,36683,2335,2408,6863,7623,7680,7697,2077,124046,0.2282288821556782
630,"Newport County, Rhode Island",80635,17911,1103,512,3021,3503,3496,4590,1686,62724,0.22212438767284678
631,"Providence County, Rhode Island",606946,162261,7571,5999,28018,30070,32831,46921,10851,444685,0.26734009285834326
632,"Washington County, Rhode Island",123195,34529,1652,876,5816,4715,6451,12857,2162,88666,0.28027923211169287
633,"Aiken County, South Carolina",158637,39141,3211,2048,8512,7736,6674,9490,1470,119496,0.2467331076608862
634,"Anderson County, South Carolina",183481,46622,2094,3008,10240,9969,11186,8855,1270,136859,0.25409715447376024
635,"Beaufort County, South Carolina",167527,35754,3198,2802,7314,7060,8516,5357,1507,131773,0.2134223140150543
636,"Berkeley County, South Carolina",185646,49609,1994,2335,10202,10902,10592,11157,2427,136037,0.26722364069250076
637,"Charleston County, South Carolina",361535,95250,4804,6153,18800,15787,14021,26565,9120,266285,0.26345996929757837
638,"Darlington County, South Carolina",65963,18267,1081,1189,4356,3011,4921,2950,759,47696,0.2769279747737368
639,"Dorchester County, South Carolina",139559,39721,1535,2333,9031,8123,9366,7922,1411,99838,0.2846179751932874
640,"Florence County, South Carolina",132198,38661,1325,2692,7523,7461,8124,9660,1876,93537,0.2924476920982163
641,"Greenville County, South Carolina",456624,119462,6588,6580,27092,23701,23272,27458,4771,337162,0.2616200637723817
642,"Greenwood County, South Carolina",67235,18575,778,1518,3719,3795,3668,4428,669,48660,0.27626979995538037
643,"Horry County, South Carolina",279864,60832,2214,4413,15082,9850,11887,15628,1758,219032,0.21736271903495985
644,"Lancaster County, South Carolina",77048,17548,849,1484,3823,3424,5316,2420,232,59500,0.22775412729726924
645,"Laurens County, South Carolina",64049,14494,768,1234,3517,3111,2552,2967,345,49555,0.2262954925135443
646,"Lexington County, South Carolina",264864,67841,4873,3880,15305,13400,15027,12650,2706,197023,0.25613522411501755
647,"Oconee County, South Carolina",72925,16462,1277,1388,2725,3670,4258,2585,559,56463,0.2257387727116901
648,"Orangeburg County, South Carolina",88212,24773,2532,1397,3249,5045,5362,5721,1467,63439,0.2808348070557294
649,"Pickens County, South Carolina",116543,38392,1040,1675,5759,4956,5899,16048,3015,78151,0.32942347459735893
650,"Richland County, South Carolina",385233,125936,4905,3604,21523,18790,25294,41710,10110,259297,0.326908650089686
651,"Spartanburg County, South Carolina",279382,75249,4073,3277,15871,15370,16636,16319,3703,204133,0.26934090242034203
652,"Sumter County, South Carolina",103214,29004,1894,2360,5755,4768,4962,7265,2000,74210,0.28100839033464453
653,"York County, South Carolina",230938,64891,3711,4794,13159,14638,14138,12525,1926,166047,0.2809888368306645
654,"Minnehaha County, South Dakota",171751,44991,2449,2788,9979,9468,8193,10290,1824,126760,0.2619548066677923
655,"Pennington County, South Dakota",102067,27799,1050,1731,6906,4748,5486,7265,613,74268,0.27236031234385255
656,"Anderson County, Tennessee",73178,16751,1023,665,3528,4286,3504,3354,391,56427,0.2289075951788789
657,"Blount County, Tennessee",120905,26046,1378,1488,7081,4761,5697,4854,787,94859,0.21542533393987015
658,"Bradley County, Tennessee",98209,25288,1081,2005,4125,5935,5503,5708,931,72921,0.25749167591564925
659,"Davidson County, Tennessee",631358,166768,10207,8386,31062,29792,28108,44203,15010,464590,0.2641417389183316
660,"Greene County, Tennessee",66799,13980,821,908,3315,3451,3191,1974,320,52819,0.20928457012829532
661,"Hamilton County, Tennessee",335530,84606,4683,3944,15606,16710,17386,22096,4181,250924,0.25215629004857987
662,"Knox County, Tennessee",428358,114447,5757,4894,20386,21674,20717,33882,7137,313911,0.26717605367473
663,"Madison County, Tennessee",94800,26393,1599,1938,4129,5066,5442,6755,1464,68407,0.2784071729957806
664,"Maury County, Tennessee",80110,17443,1081,914,4962,4107,3166,2942,271,62667,0.2177381100986144
665,"Montgomery County, Tennessee",174542,55009,2583,2728,11973,10138,10283,15462,1842,119533,0.31516196674725855
666,"Putnam County, Tennessee",71466,19334,976,1508,3078,2627,3108,7713,324,52132,0.2705342400582095
667,"Robertson County, Tennessee",65391,17476,1040,649,4509,3722,4094,3154,308,47915,0.26725390344236977
668,"Rutherford County, Tennessee",270785,80827,3411,3872,15416,16479,16594,21297,3758,189958,0.29849142308473514
669,"Sevier County, Tennessee",89884,18636,1051,2005,2732,5466,4511,2675,196,71248,0.20733389702282942
670,"Shelby County, Tennessee",900490,259014,16392,13156,53708,51419,56635,51030,16674,641476,0.28763673111306065
671,"Sullivan County, Tennessee",152131,33255,1088,1655,6631,8248,7436,6819,1378,118876,0.2185945007920805
672,"Sumner County, Tennessee",163040,41815,2583,2277,9035,10210,10343,6115,1252,121225,0.2564708047105005
673,"Washington County, Tennessee",121641,34399,1615,848,5351,5905,5921,11042,3717,87242,0.28279116416339883
674,"Williamson County, Tennessee",192783,59916,3845,3712,15544,13536,13290,8261,1728,132867,0.31079503898165295
675,"Wilson County, Tennessee",117230,30262,1337,1308,6415,8064,7324,4863,951,86968,0.2581421137933976
676,"Angelina County, Texas",84018,22738,1992,1547,4974,6081,4447,3463,234,61280,0.27063248351543717
677,"Bastrop County, Texas",73324,18177,558,1504,4312,4933,3662,2999,209,55147,0.24789973269325186
678,"Bell County, Texas",310778,97271,5434,5316,21101,19497,16476,26221,3226,213507,0.31299191062430415
679,"Bexar County, Texas",1740025,528525,31603,26108,106000,109738,106999,123662,24415,1211500,0.30374563583856556
680,"Bowie County, Texas",89617,20734,370,1208,5418,4751,4924,3646,417,68883,0.23136235312496514
681,"Brazoria County, Texas",315358,92289,5216,6186,19685,20792,18350,18435,3625,223069,0.2926483552026586
682,"Brazos County, Texas",194793,86393,2539,2101,8700,10356,8269,45591,8837,108400,0.4435118305072564
683,"Cameron County, Texas",398798,132393,9572,6980,31475,31465,32156,18183,2562,266405,0.3319801002011043
684,"Collin County, Texas",821023,246347,14882,13981,58177,53268,52430,40527,13082,574676,0.3000488415062672
685,"Comal County, Texas",114542,28616,1422,1061,5876,6521,7272,4872,1592,85926,0.24982975677044228
686,"Coryell County, Texas",73391,21606,2125,1597,2969,4482,4277,5589,567,51785,0.29439577059857475
687,"Dallas County, Texas",2369687,676694,42322,42147,156468,145139,136965,121702,31951,1692993,0.2855626080575198
688,"Denton County, Texas",700098,220899,13122,10245,43272,48078,41165,54607,10410,479199,0.3155258263843062
689,"Ector County, Texas",140267,40230,1709,2663,10198,8881,8336,6904,1539,100037,0.2868101549188334
690,"Ellis County, Texas",150179,46705,2641,2635,9500,11291,10512,8492,1634,103474,0.310995545315923
691,"El Paso County, Texas",789259,261159,14344,13670,54369,50996,54928,63615,9237,528100,0.3308913803960424
692,"Fort Bend County, Texas",627538,205002,13225,11219,45922,43645,42790,38032,10169,422536,0.32667663153466403
693,"Galveston County, Texas",295049,84861,6318,5410,15423,18837,17320,17265,4288,210188,0.2876166331694058
694,"Grayson County, Texas",117610,30731,1686,1829,5835,6769,6910,6723,979,86879,0.2612958081795766
695,"Gregg County, Texas",116933,31362,1497,1534,7216,8149,5850,6566,550,85571,0.2682048694551581
696,"Guadalupe County, Texas",138100,40843,1655,2099,10294,8313,8229,8996,1257,97257,0.29574945691527876
697,"Harris County, Texas",4143639,1221465,82682,74461,274748,252215,252350,231715,53294,2922174,0.29478074706797575
698,"Harrison County, Texas",64881,16173,875,777,5110,3164,3129,3011,107,48708,0.24927174365376611
699,"Hays County, Texas",169818,61315,2163,2042,10347,10525,9412,24480,2346,108503,0.3610630204100861
700,"Henderson County, Texas",75877,17041,642,1200,3408,5019,3564,2849,359,58836,0.22458716079971533
701,"Hidalgo County, Texas",768161,263829,16543,18527,63222,63531,56208,40916,4882,504332,0.34345534334599126
702,"Hunt County, Texas",84083,23071,963,1846,3850,5947,3959,5303,1203,61012,0.274383644731991
703,"Jefferson County, Texas",243537,63747,3369,3516,14148,13237,12976,15189,1312,179790,0.26175488734771307
704,"Johnson County, Texas",148325,40870,1832,2025,10950,8250,9500,7262,1051,107455,0.2755435698634755
705,"Kaufman County, Texas",104932,31731,2330,2167,7880,6043,7309,5396,606,73201,0.30239583730415887
706,"Liberty County, Texas",74234,17156,884,1183,4524,4297,4044,2082,142,57078,0.23110703990085404
707,"Lubbock County, Texas",278295,95915,5321,5179,15426,14612,14678,32537,8162,182380,0.34465225749654144
708,"McLennan County, Texas",232585,76528,4530,5145,13553,12623,12064,25690,2923,156057,0.3290323967581744
709,"Midland County, Texas",144098,38662,1915,2884,8440,9778,8602,6136,907,105436,0.2683035156629516
710,"Montgomery County, Texas",480074,136784,9499,8777,31674,32129,29775,21088,3842,343290,0.2849227410774172
711,"Nacogdoches County, Texas",63019,22174,1533,427,3120,3764,3623,8921,786,40845,0.3518621368158809
712,"Nueces County, Texas",336924,90459,4903,4034,22225,21009,18496,18352,1440,246465,0.2684848808633401
713,"Orange County, Texas",79696,19261,1757,1231,4464,4116,4479,3053,161,60435,0.24168088737201365
714,"Parker County, Texas",116786,28477,1733,1838,6037,7440,6034,4543,852,88309,0.24383915880328122
715,"Potter County, Texas",116850,33821,3336,2313,8761,6386,6939,5093,993,83029,0.2894394522892597
716,"Randall County, Texas",121800,34828,1989,1328,8075,6400,6123,9369,1544,86972,0.285944170771757
717,"Rockwall County, Texas",81851,23187,1713,1109,6268,5119,4907,3324,747,58664,0.2832830386922579
718,"San Patricio County, Texas",62790,16083,576,1133,4431,3320,4537,1789,297,46707,0.2561395126612518
719,"Smith County, Texas",206671,57989,3913,2078,11329,12096,11820,14415,2338,148682,0.28058605222793714
720,"Tarrant County, Texas",1832975,543075,31222,30352,122953,115241,110361,110221,22725,1289900,0.29628063666989457
721,"Taylor County, Texas",128775,38830,3004,1986,8334,6470,6280,11419,1337,89945,0.3015336827800427
722,"Tom Green County, Texas",110050,29217,2211,2097,5537,6238,5216,6643,1275,80833,0.2654884143571104
723,"Travis County, Texas",1075993,307015,21073,13407,59209,58210,48247,86144,20725,768978,0.2853317818982094
724,"Victoria County, Texas",86724,21915,2170,2682,3958,4684,5221,2896,304,64809,0.25269821502698214
725,"Walker County, Texas",68098,19597,685,683,2738,2635,3193,8469,1194,48501,0.2877764398367059
726,"Webb County, Texas",248857,88324,6307,4653,19949,21183,18689,15633,1910,160533,0.3549186882426454
727,"Wichita County, Texas",127221,33567,3130,1928,6773,6120,5719,8913,984,93654,0.26384794963095715
728,"Williamson County, Texas",450556,134498,9301,8282,30557,29093,27588,24816,4861,316058,0.2985156118218379
729,"Cache County, Utah",110096,44847,1649,2413,8228,7921,6588,15787,2261,65249,0.4073444993460253
730,"Davis County, Utah",305378,106799,7978,5259,24533,23444,21316,20161,4108,198579,0.3497272233101271
731,"Salt Lake County, Utah",1025900,323907,18926,17715,68633,65582,67660,70514,14877,701993,0.315729603275173
732,"Utah County, Utah",517089,220544,12642,11968,43925,39120,38913,66303,7673,296545,0.4265107167238135
733,"Washington County, Utah",141551,45556,3394,4155,10686,7328,9001,9544,1448,95995,0.3218345331364667
734,"Weber County, Utah",228223,67495,4614,3574,14660,15699,14495,13006,1447,160728,0.29574144586654283
735,"Chittenden County, Vermont",155513,44338,2154,2677,6625,6129,7002,16925,2826,111175,0.28510799740214643
736,"Albemarle County, Virginia",99753,31897,2175,1508,4436,5008,4909,11657,2204,67856,0.31975980672260484
737,"Arlington County, Virginia",216600,45566,4054,2415,6886,6517,6214,7646,11834,171034,0.21036934441366575
738,"Augusta County, Virginia",71739,14089,959,657,3069,3224,3394,2596,190,57650,0.19639247828935447
739,"Bedford County, Virginia",68080,16769,744,505,3119,4035,3592,3993,781,51311,0.24631316098707404
740,"Chesterfield County, Virginia",317232,91217,5346,5043,17029,19765,20279,18428,5327,226015,0.2875403490190145
741,"Fairfax County, Virginia",1085255,307240,21552,16036,60848,59390,62145,61798,25471,778015,0.2831039709561347
742,"Fauquier County, Virginia",65184,16626,540,955,4297,3611,4859,1997,367,48558,0.2550625920471281
743,"Frederick County, Virginia",77765,18115,769,600,4260,4326,4396,3098,666,59650,0.23294541246061853
744,"Hanover County, Virginia",98956,27144,1497,957,4490,6659,6359,5722,1460,71812,0.2743037309511298
745,"Henrico County, Virginia",308210,83909,5372,5097,15220,17020,17371,18754,5075,224301,0.27224619577560755
746,"James City County, Virginia",68096,17292,619,926,4279,3359,3138,2769,2202,50804,0.2539356203007519
747,"Loudoun County, Virginia",334348,106017,9658,7211,23185,24180,22318,14441,5024,228331,0.31708579085264454
748,"Montgomery County, Virginia",93282,38568,636,925,2460,3571,3101,23710,4165,54714,0.4134559722132887
749,"Prince William County, Virginia",416639,130693,7255,8267,29589,24308,26535,26090,8649,285946,0.31368402861950034
750,"Roanoke County, Virginia",90946,21776,1368,1013,3658,5801,4947,3656,1333,69170,0.23943878785213205
751,"Rockingham County, Virginia",75034,18804,1153,1282,3596,4480,3970,3269,1054,56230,0.2506063917690647
752,"Spotsylvania County, Virginia",122238,34120,1752,1861,7112,8327,8458,5292,1318,88118,0.2791276035275446
753,"Stafford County, Virginia",131492,40205,885,1290,9223,8941,10109,7610,2147,91287,0.30576004623855446
754,"York County, Virginia",64235,19103,772,1247,3799,3119,4546,4067,1553,45132,0.2973923873277808
755,"Alexandria city, Virginia",140850,27471,1717,1397,5677,4490,4189,6768,3233,113379,0.19503727369542065
756,"Chesapeake city, Virginia",221596,64688,2952,4569,12738,13343,12942,14782,3362,156908,0.29191862669001245
757,"Hampton city, Virginia",131483,39898,2884,1608,5780,7070,7306,13549,1701,91585,0.30344607287634145
758,"Lynchburg city, Virginia",75726,28075,720,1069,3212,4198,3013,14242,1621,47651,0.3707445263185696
759,"Newport News city, Virginia",174117,49319,3007,2652,10748,8244,9119,13469,2080,124798,0.283252066139435
760,"Norfolk city, Virginia",236026,66891,3309,3803,11167,10129,9919,24172,4392,169135,0.2834052180691958
761,"Portsmouth city, Virginia",92241,25051,1840,1147,4913,4506,4531,6901,1213,67190,0.2715820513654449
762,"Richmond city, Virginia",205191,57258,2864,3382,7956,7413,7177,23069,5397,147933,0.2790473266371332
763,"Roanoke city, Virginia",94208,22187,1848,1654,5393,3104,5012,4157,1019,72021,0.23551078464673914
764,"Suffolk city, Virginia",82818,23651,1396,1853,5198,4579,4762,4692,1171,59167,0.28557801444130504
765,"Virginia Beach city, Virginia",430358,122303,7214,4328,24850,22542,22224,34235,6910,308055,0.28418897754892436
766,"Benton County, Washington",176429,46800,2721,3692,9648,11118,11406,7431,784,129629,0.2652625135323558
767,"Chelan County, Washington",70883,16463,1372,480,3145,4540,4206,2500,220,54420,0.2322559711073177
768,"Clallam County, Washington",70425,13293,433,1132,2471,2823,3893,2279,262,57132,0.18875399361022363
769,"Clark County, Washington",426022,116511,5230,6313,27469,25277,26754,22860,2608,309511,0.2734858763162466
770,"Cowlitz County, Washington",98422,22392,1020,1010,5547,5338,5577,3357,543,76030,0.22751010952835748
771,"Franklin County, Washington",82432,26547,2034,1661,6786,5906,6468,3608,84,55885,0.32204726319875776
772,"Grant County, Washington",86562,25145,641,2225,6854,4579,6617,3923,306,61417,0.2904854324068298
773,"Grays Harbor County, Washington",69169,14848,860,517,2765,3989,3915,2416,386,54321,0.21466263788691467
774,"Island County, Washington",75809,16215,943,465,3110,3337,3998,3512,850,59594,0.2138928095608701
775,"King County, Washington",1970554,490926,34018,21936,97296,92989,92340,115602,36745,1479628,0.2491309550512191
776,"Kitsap County, Washington",244598,59358,3136,2969,11023,12884,12543,14535,2268,185240,0.24267573733227582
777,"Lewis County, Washington",73043,16911,973,673,4270,2925,4335,3551,184,56132,0.23152115876949195
778,"Pierce County, Washington",788885,205217,9349,9520,42053,45979,46108,45198,7010,583668,0.2601355077102493
779,"Skagit County, Washington",114189,25803,2444,1393,5551,6020,6737,3220,438,88386,0.2259674749756982
780,"Snohomish County, Washington",720486,184350,10794,8511,39865,39476,40041,38356,7307,536136,0.25586895512195934
781,"Spokane County, Washington",462751,125102,6324,7093,23106,23351,24894,34726,5608,337649,0.2703440943401527
782,"Thurston County, Washington",252791,63531,2144,2832,11983,15283,14190,14386,2713,189260,0.2513182826920262
783,"Whatcom County, Washington",198860,57548,2090,2517,7905,10387,9571,22633,2445,141312,0.2893895202655134
