,Label,Total,Enrolled in school,"Enrolled in nursery school, preschool",Enrolled in kindergarten,Enrolled in grade 1 to 4,Enrolled in grade 5 to 8,Enrolled in grade 9 to 12,"Enrolled in college, undergraduate years",Graduate or professional school,Not enrolled in school,Educational ratio
262,"Shawnee County, Kansas",171706,41004,2222,2226,9908,9189,9026,6880,1553,130702,0.23880353627712486
263,"Wyandotte County, Kansas",158144,44635,3879,2549,10280,11131,9017,5912,1867,113509,0.2822427660866046
264,"Boone County, Kentucky",126036,33823,2274,2505,7933,7193,7868,5268,782,92213,0.2683598336983084
265,"Bullitt County, Kentucky",78020,16201,668,1027,3272,4642,4868,1363,361,61819,0.20765188413227378
266,"Campbell County, Kentucky",89431,22660,1103,1047,3568,4951,4656,6141,1194,66771,0.25337970055126297
267,"Christian County, Kentucky",66443,17765,2167,1197,3371,3651,3305,3633,441,48678,0.26737203317128966
268,"Daviess County, Kentucky",96173,24334,1663,1518,3815,7220,5506,4203,409,71839,0.2530231977790024
269,"Fayette County, Kentucky",310036,90482,4911,3124,16991,13499,14934,27073,9950,219554,0.2918435278483789
270,"Hardin County, Kentucky",103653,26812,1399,1105,6694,5426,5406,6079,703,76841,0.25867075723809246
271,"Jefferson County, Kentucky",744646,176805,12192,7451,38867,34850,39093,32503,11849,567841,0.237434969099411
272,"Kenton County, Kentucky",159662,40388,2920,1936,9633,8904,8637,6045,2313,119274,0.25295937668324336
273,"McCracken County, Kentucky",62794,13622,907,589,3087,2834,3218,2329,658,49172,0.21693155397012454
274,"Madison County, Kentucky",87748,26000,1528,451,4505,3655,4043,10543,1275,61748,0.2963030496421571
275,"Oldham County, Kentucky",64632,20160,1259,670,3619,5339,4958,3592,723,44472,0.311919792053472
276,"Warren County, Kentucky",123630,39653,2099,1243,7233,6287,5322,15836,1633,83977,0.3207393027582302
277,"Ascension Parish, Louisiana",119429,35643,3048,1068,9697,7495,7602,5576,1157,83786,0.29844510127356
278,"Bossier Parish, Louisiana",121689,28847,1711,1022,6162,8376,5519,5143,914,92842,0.23705511591023018
279,"Caddo Parish, Louisiana",236886,59487,5233,3467,12465,13296,13734,9114,2178,177399,0.2511207922798308
280,"Calcasieu Parish, Louisiana",193995,48884,3707,3104,11352,10415,10284,8060,1962,145111,0.2519858759246372
281,"East Baton Rouge Parish, Louisiana",428897,127452,7432,4745,23010,21448,23412,39873,7532,301445,0.29716225573972305
282,"Iberia Parish, Louisiana",69488,19385,1545,1186,5604,4141,4505,2346,58,50103,0.27896903062399264
283,"Jefferson Parish, Louisiana",422728,101901,8690,5335,20543,20964,20793,19531,6045,320827,0.24105571431274958
284,"Lafayette Parish, Louisiana",232984,63858,3980,3773,13396,11583,13000,15556,2570,169126,0.27408749098650553
285,"Lafourche Parish, Louisiana",94025,22296,1124,1535,4818,5036,4954,4224,605,71729,0.23712842329167774
286,"Livingston Parish, Louisiana",133405,32690,1797,2180,8079,6853,8562,4745,474,100715,0.24504328923203778
287,"Orleans Parish, Louisiana",380403,98055,8048,4120,19578,16731,15078,25597,8903,282348,0.2577661059455367
288,"Ouachita Parish, Louisiana",149554,38844,1719,2112,9477,8193,8010,8560,773,110710,0.2597322706179708
289,"Rapides Parish, Louisiana",125831,34744,1880,1048,7605,8279,8713,5724,1495,91087,0.2761163783169489
290,"St. Landry Parish, Louisiana",80852,22571,438,1272,6259,6915,4805,2733,149,58281,0.2791643991490625
291,"St. Tammany Parish, Louisiana",248860,63612,5490,3274,14292,15625,13797,9867,1267,185248,0.2556135980069115
292,"Tangipahoa Parish, Louisiana",127060,33320,3317,1515,5964,9323,5783,6832,586,93740,0.2622383126082166
293,"Terrebonne Parish, Louisiana",109351,28200,2150,1036,5494,7010,9434,2830,246,81151,0.2578851588005597
294,"Androscoggin County, Maine",103000,25077,1115,1794,3989,5746,4860,6673,900,77923,0.24346601941747573
295,"Aroostook County, Maine",65977,13123,593,470,3141,2481,3602,2352,484,52854,0.19890264789244738
296,"Cumberland County, Maine",283697,69717,3947,3334,11954,12445,14123,17719,6195,213980,0.24574457960429613
297,"Kennebec County, Maine",118075,25511,664,894,5598,4967,6743,5683,962,92564,0.2160575905145035
298,"Penobscot County, Maine",148079,37623,1460,1142,6757,5989,6510,13171,2594,110456,0.2540738389643366
299,"York County, Maine",199133,41574,2883,2159,8524,9232,9197,7819,1760,157559,0.20877503979752227
300,"Allegany County, Maryland",69751,16525,816,518,2805,3471,2895,5499,521,53226,0.23691416610514546
301,"Anne Arundel County, Maryland",552893,139469,9411,7113,26717,28374,29421,28091,10342,413424,0.25225314843920976
302,"Baltimore County, Maryland",802664,204155,12224,7752,39304,41106,38466,52015,13288,598509,0.25434677523845595
303,"Calvert County, Maryland",89021,22167,869,1147,4100,5342,6103,3742,864,66854,0.2490086608777704
304,"Carroll County, Maryland",161811,39870,2420,2809,7098,7594,9914,7763,2272,121941,0.24639857611658045
305,"Cecil County, Maryland",100017,26892,2127,1526,5245,5559,6119,5057,1259,73125,0.26887429137046703
306,"Charles County, Maryland",154015,41636,2442,1701,7704,9895,9370,8022,2502,112379,0.27033730480797324
307,"Frederick County, Maryland",243115,66454,4009,3442,11500,14835,14238,14135,4295,176661,0.27334389075129056
308,"Harford County, Maryland",243142,60542,3225,2498,13472,11532,13525,12832,3458,182600,0.24899852760938052
309,"Howard County, Maryland",309434,92860,6930,4012,18011,18224,18833,19349,7501,216574,0.3000963048663043
310,"Montgomery County, Maryland",1020685,278257,21651,11629,54081,55806,59468,54236,21386,742428,0.27261789876406534
311,"Prince George's County, Maryland",877665,239060,13419,10636,47313,43938,44563,59146,20045,638605,0.2723818313365578
312,"St. Mary's County, Maryland",109471,32029,2576,1903,5973,6104,6592,6112,2769,77442,0.29257976998474483
313,"Washington County, Maryland",145817,33252,2317,1284,6864,7659,8181,5507,1440,112565,0.2280392546822387
314,"Wicomico County, Maryland",99097,29374,766,1273,5807,5687,4484,9900,1457,69723,0.2964166422797865
315,"Baltimore city, Maryland",589586,153816,9314,7078,28471,25377,27306,38995,17275,435770,0.26088814863310866
316,"Barnstable County, Massachusetts",208564,36962,2020,1271,7371,7456,11333,5958,1553,171602,0.1772213804875242
317,"Berkshire County, Massachusetts",123228,26878,1576,711,4764,6012,5112,7242,1461,96350,0.2181160125945402
318,"Bristol County, Massachusetts",543954,130199,7752,5920,24952,27548,28169,29541,6317,413755,0.23935663677443314
319,"Essex County, Massachusetts",760031,185821,11299,7969,36751,37633,42527,40497,9145,574210,0.24449134311626763
320,"Franklin County, Massachusetts",68467,14422,580,472,2764,2959,3430,3245,972,54045,0.21064162297165057
321,"Hampden County, Massachusetts",454714,118468,7009,5136,21967,25066,23522,29674,6094,336246,0.2605329943656892
322,"Hampshire County, Massachusetts",158610,57074,2566,775,4662,5860,6532,33425,3254,101536,0.35983859781854866
323,"Middlesex County, Massachusetts",1552118,408506,29844,17549,65855,70339,80233,96594,48092,1143612,0.2631926180870269
324,"Norfolk County, Massachusetts",677420,177489,12650,9466,29680,34110,40600,38232,12751,499931,0.2620073218977887
325,"Plymouth County, Massachusetts",500760,129339,8310,5894,25279,26688,29311,28916,4941,371421,0.25828540618260243
326,"Suffolk County, Massachusetts",771156,216648,8944,9686,30182,26970,28820,78248,33798,554508,0.2809392652070398
327,"Worcester County, Massachusetts",798692,207266,12316,9483,37433,40818,44252,51855,11109,591426,0.25950679360754836
328,"Allegan County, Michigan",112537,27849,1841,2104,6614,6269,6194,4215,612,84688,0.24746527808631827
329,"Bay County, Michigan",101039,23402,901,1563,4968,5203,4791,5033,943,77637,0.23161353536753135
330,"Berrien County, Michigan",149527,35021,2503,1552,7780,8082,8046,5531,1527,114506,0.2342118814662235
331,"Calhoun County, Michigan",128387,31400,2041,1117,7122,6106,7913,6159,942,96987,0.24457304867315227
332,"Clinton County, Michigan",74965,19213,685,818,3068,4886,4270,4634,852,55752,0.2562929367037951
333,"Eaton County, Michigan",105386,25406,1990,1284,4379,4807,6693,5316,937,79980,0.24107566469929592
334,"Genesee County, Michigan",393474,98686,6381,5284,18433,23523,23592,17125,4348,294788,0.25080691481521017
335,"Grand Traverse County, Michigan",89354,20490,1569,1170,3806,4405,4562,4118,860,68864,0.22931262170691855
336,"Ingham County, Michigan",279129,95134,3057,3929,12318,12453,12274,41971,9132,183995,0.34082449333462306
337,"Isabella County, Michigan",69170,28051,572,732,2536,2615,2604,17029,1963,41119,0.40553708255023857
338,"Jackson County, Michigan",152774,37665,2774,2216,7087,8092,7897,8323,1276,115109,0.24654064173223192
339,"Kalamazoo County, Michigan",253649,78858,4110,2890,13218,12304,12565,28933,4838,174791,0.3108941884257379
340,"Kent County, Michigan",620905,167151,9525,10645,36388,33808,35250,33446,8089,453754,0.26920543400359154
341,"Lapeer County, Michigan",85453,18669,1016,722,4388,4238,5215,2732,358,66784,0.21847097234737223
342,"Lenawee County, Michigan",95460,23454,1430,1217,4601,4436,5918,5055,797,72006,0.24569453174104336
343,"Livingston County, Michigan",184803,45093,3163,2131,9039,9017,10977,9219,1547,139710,0.24400577912696222
344,"Macomb County, Michigan",842020,200651,11374,8686,38363,44142,46285,43117,8684,641369,0.23829719009049666
345,"Marquette County, Michigan",64428,17356,789,673,2539,2886,2945,6655,869,47072,0.26938598125038804
346,"Midland County, Michigan",80904,19800,1469,793,3690,4286,4529,3825,1208,61104,0.24473450014832393
347,"Monroe County, Michigan",145499,34600,2833,2131,6244,7861,8544,5568,1419,110899,0.237802321665441
348,"Muskegon County, Michigan",168840,41649,1851,2515,8580,8561,11046,8226,870,127191,0.2466773276474769
349,"Oakland County, Michigan",1207653,298456,19387,14648,54687,60058,69792,61328,18556,909197,0.2471372157399518
350,"Ottawa County, Michigan",275524,82943,6054,4528,14444,15042,16260,23988,2627,192581,0.30103729620650105
351,"Saginaw County, Michigan",186042,46176,3844,2190,8378,9098,10178,11023,1465,139866,0.2482020188989583
352,"St. Clair County, Michigan",154504,34750,1787,877,8154,8248,8863,6016,805,119754,0.22491327085382903
353,"Shiawassee County, Michigan",66484,16341,924,441,3102,3567,4625,3000,682,50143,0.24578846038144517
354,"Van Buren County, Michigan",72767,17767,1045,818,4071,4272,4311,2879,371,55000,0.2441628760289692
355,"Washtenaw County, Michigan",358076,128691,6055,4429,15162,16307,17004,52074,17660,229385,0.35939577073023604
356,"Wayne County, Michigan",1686413,437627,22660,21703,91582,91906,99967,90476,19333,1248786,0.2595016760425827
357,"Anoka County, Minnesota",337746,86407,5910,4945,18879,18642,19851,15432,2748,251339,0.25583426598686587
358,"Blue Earth County, Minnesota",65161,22934,1191,696,2607,3173,2568,12032,667,42227,0.3519589938767054
359,"Carver County, Minnesota",97556,27111,2202,1500,6450,5586,6587,3765,1021,70445,0.2779019229980729
360,"Dakota County, Minnesota",405766,108150,7020,5486,22919,24803,24739,18586,4597,297616,0.2665329278451127
361,"Hennepin County, Minnesota",1205265,311674,24711,15486,59091,58523,62147,67955,23761,893591,0.2585937532409885
362,"Olmsted County, Minnesota",149306,39704,2825,2040,8905,7963,8209,6570,3192,109602,0.26592367352952995
363,"Ramsey County, Minnesota",524361,147659,8255,7593,27251,28807,26853,37154,11746,376702,0.28159798306891626
364,"Rice County, Minnesota",63452,18908,1040,343,3192,3235,3156,7140,802,44544,0.2979890310786106
365,"St. Louis County, Minnesota",194755,50828,2770,2327,7780,9370,9692,16578,2311,143927,0.26098431362481067
366,"Scott County, Minnesota",140279,41334,3638,2144,8995,10358,8094,6292,1813,98945,0.2946556505250251
367,"Sherburne County, Minnesota",91104,24963,1607,1587,5465,5490,5645,4221,948,66141,0.2740055321390938
368,"Stearns County, Minnesota",152434,44896,2583,2212,7205,8979,7626,14971,1320,107538,0.29452746762533294
369,"Washington County, Minnesota",247585,66662,4295,3014,14252,13866,16789,10718,3728,180923,0.26924894480683403
370,"Wright County, Minnesota",128914,36436,2690,1474,8700,9122,8317,5369,764,92478,0.2826380377616085
371,"DeSoto County, Mississippi",171408,46748,2858,2458,10287,12096,11033,6252,1764,124660,0.27272939419396997
372,"Forrest County, Mississippi",72586,23611,1801,1550,3960,3040,3927,7870,1463,48975,0.3252831124459262
373,"Harrison County, Mississippi",196923,50019,2847,2836,12519,9955,9424,11245,1193,146904,0.25400283359485687
374,"Hinds County, Mississippi",231770,69551,5182,3403,14555,12629,12244,16849,4689,162219,0.30008629244509644
375,"Jackson County, Mississippi",137745,34566,2397,1504,5852,9413,8999,4573,1828,103179,0.2509419579658064
376,"Jones County, Mississippi",65479,16828,1259,767,2797,3570,5045,2826,564,48651,0.2569984269765879
377,"Lauderdale County, Mississippi",73734,20381,1386,1078,4255,3992,4606,4158,906,53353,0.27641250983264165
378,"Lee County, Mississippi",81549,21518,1809,1140,5084,4671,4716,3261,837,60031,0.2638658965775178
379,"Madison County, Mississippi",101252,30658,2903,1958,6573,5791,5494,5830,2109,70594,0.3027890807095168
380,"Rankin County, Mississippi",147077,36970,2070,1783,8871,7658,8212,6258,2118,110107,0.251364931294492
381,"Boone County, Missouri",170919,60710,3027,1690,8228,6563,7773,26710,6719,110209,0.3551974912092863
382,"Buchanan County, Missouri",85417,20615,1909,1388,4417,4036,4508,3996,361,64802,0.24134539962770876
383,"Cape Girardeau County, Missouri",75575,21773,932,753,4622,3633,3824,7128,881,53802,0.2880979159775058
384,"Cass County, Missouri",100624,24525,2108,1228,6365,5821,5685,2016,1302,76099,0.24372913022738113
385,"Christian County, Missouri",82091,24091,1684,1286,4109,5226,5554,5345,887,58000,0.2934670061273465
386,"Clay County, Missouri",234195,63167,3931,4070,13207,12949,13788,10848,4374,171028,0.2697196780460727
387,"Cole County, Missouri",74131,17406,921,856,4057,3606,4322,3056,588,56725,0.23480055577288853
388,"Franklin County, Missouri",99997,23399,1745,805,4977,6081,6097,3300,394,76598,0.23399701991059732
389,"Greene County, Missouri",278558,75505,3908,3797,13421,11493,11954,26329,4603,203053,0.2710566560644462
390,"Jackson County, Missouri",672910,167040,12417,8349,37656,39374,32845,25768,10631,505870,0.2482352766343196
391,"Jasper County, Missouri",115599,30371,1420,1932,6752,6568,6751,6254,694,85228,0.2627271862213341
392,"Jefferson County, Missouri",217030,53234,3413,1939,11213,13415,12874,9038,1342,163796,0.24528406211122886
393,"Platte County, Missouri",96765,24372,1929,1184,5400,4926,5488,3769,1676,72393,0.25186792745310804
394,"St. Charles County, Missouri",381196,103435,6771,6074,20129,21231,22338,22958,3934,277761,0.2713433509270821
395,"St. Francois County, Missouri",64080,13266,308,565,3109,2785,3476,2226,797,50814,0.20702247191011236
396,"St. Louis County, Missouri",961996,243506,19754,8912,48004,50240,54871,44603,17122,718490,0.25312579262283835
397,"St. Louis city, Missouri",295432,69442,3817,2442,14120,12512,11624,14902,10025,225990,0.23505239784451246
398,"Cascade County, Montana",78562,17976,797,1278,4165,3835,3984,3313,604,60586,0.22881291209490592
399,"Flathead County, Montana",96937,20405,1311,1112,4692,4916,5093,2930,351,76532,0.21049753963914708
400,"Gallatin County, Montana",103575,31213,1929,979,4313,4419,4228,12516,2829,72362,0.30135650494810523
401,"Lewis and Clark County, Montana",65156,15616,1328,848,3501,2767,3257,3402,513,49540,0.2396709435815581
402,"Missoula County, Montana",113921,30524,1488,1189,4895,5952,4301,10817,1882,83397,0.26794006372837315
403,"Yellowstone County, Montana",153987,34209,2432,1947,8096,8446,6828,5178,1282,119778,0.22215511699039528
404,"Douglas County, Nebraska",534519,148532,9526,7485,29167,31694,29911,29906,10843,385987,0.2778797386061113
405,"Lancaster County, Nebraska",302169,94707,5055,4225,15078,16916,16113,31152,6168,207462,0.31342394487852826
406,"Sarpy County, Nebraska",173335,51683,3949,2716,11336,10887,10755,8275,3765,121652,0.29816828684339575
407,"Clark County, Nevada",2122526,517646,24455,27331,118920,112702,115450,97211,21577,1604880,0.24388205374162672
408,"Washoe County, Nevada",444542,112546,5767,5069,22214,23048,23118,27531,5799,331996,0.253172928542185
409,"Cheshire County, New Hampshire",73781,19554,1431,369,3396,2767,3053,7568,970,54227,0.2650275816267061
410,"Grafton County, New Hampshire",87318,21625,837,725,3147,3927,3357,7656,1976,65693,0.24765798575322384
411,"Hillsborough County, New Hampshire",396808,93104,5380,3748,16216,21038,20549,20256,5917,303704,0.23463236628293785
412,"Merrimack County, New Hampshire",145517,33754,2490,2200,5970,6061,8362,7558,1113,111763,0.2319591525388786
413,"Rockingham County, New Hampshire",298262,63774,2988,2935,13096,14180,15615,10907,4053,234488,0.21381872313603476
414,"Strafford County, New Hampshire",125105,34420,1613,1230,5463,4594,5776,13807,1937,90685,0.275128891730946
415,"Atlantic County, New Jersey",260945,67395,4736,3078,13805,12536,14870,15287,3083,193550,0.25827281611067465
416,"Bergen County, New Jersey",919896,232114,17068,10658,45393,45305,51537,48702,13451,687782,0.2523263499352101
417,"Burlington County, New Jersey",434772,106392,7453,4724,20276,23254,24167,20319,6199,328380,0.2447075708647291
418,"Camden County, New Jersey",492036,126433,9390,6060,23831,26666,28660,25170,6656,365603,0.2569588404100513
419,"Cape May County, New Jersey",91238,17974,1763,938,2970,4222,3653,3490,938,73264,0.19700124947938358
420,"Cumberland County, New Jersey",147249,35386,3590,2028,8734,7716,7520,5075,723,111863,0.24031402590170392
421,"Essex County, New Jersey",778763,211508,17615,10110,42886,42412,42925,44136,11424,567255,0.27159482409924457
422,"Gloucester County, New Jersey",284102,76474,4597,3719,14779,15497,16550,17890,3442,207628,0.2691779712920008
423,"Hudson County, New Jersey",662341,147085,14421,6450,27039,25051,23363,35327,15434,515256,0.22206839075340346
424,"Hunterdon County, New Jersey",122019,30688,2244,1210,4865,6263,9259,5482,1365,91331,0.25150181529106125
425,"Mercer County, New Jersey",361444,96707,7061,3779,18167,18542,18171,24957,6030,264737,0.2675573532829429
426,"Middlesex County, New Jersey",815849,219338,13531,11275,38839,42638,42175,56476,14404,596511,0.2688463183750915
427,"Monmouth County, New Jersey",608446,158624,11563,7416,29140,30409,39743,30954,9399,449822,0.26070349710574153
428,"Morris County, New Jersey",485078,124697,7875,4933,24215,24813,29952,26586,6323,360381,0.25706587394192276
429,"Ocean County, New Jersey",573089,145887,11966,8960,30086,31271,29798,25753,8053,427202,0.25456255485622653
430,"Passaic County, New Jersey",490932,136674,8992,7022,28006,27035,28631,31809,5179,354258,0.27839700813962015
431,"Salem County, New Jersey",60730,14227,722,1125,3329,2887,3156,2500,508,46503,0.2342664251605467
432,"Somerset County, New Jersey",323790,80691,4558,2990,16952,18396,20074,13398,4323,243099,0.24920781988325766
433,"Sussex County, New Jersey",138020,31950,1921,1648,5380,6906,8285,5876,1934,106070,0.2314881901173743
434,"Union County, New Jersey",542856,141449,10453,6629,28939,31693,30037,28672,5026,401407,0.2605644959252546
435,"Warren County, New Jersey",104366,25296,2088,1668,4069,5246,6414,5089,722,79070,0.24237778586896117
436,"Bernalillo County, New Mexico",651146,172039,8562,7706,32225,36946,34927,38934,12739,479107,0.26420956283229874
437,"Chaves County, New Mexico",62344,16980,1418,1064,4816,3549,3215,2623,295,45364,0.2723598100859746
438,"Doña Ana County, New Mexico",207652,68946,2548,3049,13826,11919,12951,20654,3999,138706,0.33202665998882747
439,"Lea County, New Mexico",65941,19511,696,1123,5083,5157,4230,2799,423,46430,0.2958857160188654
440,"McKinley County, New Mexico",69332,20270,905,1609,4644,5475,4735,2595,307,49062,0.2923613915652224
441,"Otero County, New Mexico",63036,16122,932,753,1993,5059,3647,2871,867,46914,0.25575861412526174
442,"Sandoval County, New Mexico",138301,36449,1550,1724,7221,8486,7685,8437,1346,101852,0.2635483474450655
443,"San Juan County, New Mexico",121197,35083,1572,1604,8411,7955,7889,7337,315,86114,0.28947086148997087
444,"Santa Fe County, New Mexico",145009,29667,1852,2269,6479,5626,6377,5684,1380,115342,0.2045873014778393
445,"Valencia County, New Mexico",73352,18790,466,586,4229,4295,5549,3413,252,54562,0.2561620678372778
446,"Albany County, New York",299860,83282,4184,2938,12294,13210,12857,29909,7890,216578,0.27773627692923364
447,"Bronx County, New York",1410358,402223,27249,20325,83389,84019,81914,88649,16678,1008135,0.2851921285233962
448,"Broome County, New York",187973,52253,2609,2303,8779,8329,9586,17729,2918,135720,0.277981412224096
449,"Cattaraugus County, New York",74913,17749,844,1033,3812,4151,4291,3332,286,57164,0.23692817001054556
450,"Cayuga County, New York",75182,15940,602,585,3554,2718,5037,3003,441,59242,0.21201883429544305
451,"Chautauqua County, New York",124776,28468,1178,1735,5186,6595,6026,7188,560,96308,0.2281528499070334
452,"Chemung County, New York",82661,18814,1691,688,3811,4427,4586,3009,602,63847,0.22760431158587482
453,"Clinton County, New York",78954,19712,1031,1034,3628,2940,4025,6365,689,59242,0.24966436152696506
454,"Dutchess County, New York",287969,73935,3353,2922,9655,15244,15974,22769,4018,214034,0.25674638589570403
455,"Erie County, New York",894431,220054,11764,10628,41899,39387,45429,55161,15786,674377,0.24602680363270057
456,"Jefferson County, New York",107825,24639,1341,2017,5603,4823,4893,4333,1629,83186,0.2285091583584512
457,"Kings County, New York",2530106,655266,49213,34751,128371,133360,129245,136108,44218,1874840,0.2589875681097946
458,"Livingston County, New York",62108,16862,347,333,2652,2415,3327,6993,795,45246,0.27149481548270754
459,"Madison County, New York",68975,16356,1063,669,2069,3048,3391,5875,241,52619,0.2371293947082276
460,"Monroe County, New York",724346,185095,9061,9653,33546,34658,36146,49866,12165,539251,0.25553395752858443
461,"Nassau County, New York",1328795,344650,25786,16402,63483,64407,75804,77966,20802,984145,0.25937033176675106
462,"New York County, New York",1613071,335535,22824,12872,51403,52189,49367,90735,56145,1277536,0.20801006279326825
463,"Niagara County, New York",205140,46339,3226,2194,9036,9751,11470,8759,1903,158801,0.2258896363459101
464,"Oneida County, New York",223451,51973,1986,3074,10341,10471,11719,12498,1884,171478,0.23259238043239905
465,"Onondaga County, New York",450867,118793,6040,4125,22209,22922,21615,34211,7671,332074,0.26347681245245275
466,"Ontario County, New York",106465,25460,1013,1168,4022,5595,6742,5766,1154,81005,0.23913962335039685
467,"Orange County, New York",367960,107012,4728,6316,20977,23174,24236,23982,3599,260948,0.2908250896836613
468,"Oswego County, New York",114777,28915,1261,1593,6089,5021,6039,8010,902,85862,0.2519232947367504
469,"Putnam County, New York",96277,22045,836,663,3728,5950,6119,3469,1280,74232,0.22897472916688305
470,"Queens County, New York",2271011,537038,33021,24092,104582,100680,104751,133470,36442,1733973,0.2364752966850447
471,"Rensselaer County, New York",155854,40458,1775,1985,7011,7116,7741,11862,2968,115396,0.2595891026216844
472,"Richmond County, New York",463865,115917,6620,4622,24885,23913,25330,23926,6621,347948,0.2498938268677309
473,"Rockland County, New York",314658,100270,6796,6023,21349,20906,22073,18925,4198,214388,0.3186634377641757
474,"St. Lawrence County, New York",106796,28527,1172,1146,4867,4706,4512,10949,1175,78269,0.267116745945541
475,"Saratoga County, New York",223413,51691,3533,2484,10162,10349,12647,10640,1876,171722,0.23136970543343494
476,"Schenectady County, New York",150063,39613,2546,1504,7779,8191,8395,9628,1570,110450,0.26397579683199723
477,"Steuben County, New York",93458,20775,1187,1243,4887,4597,5559,2629,673,72683,0.22229236662458002
478,"Suffolk County, New York",1449738,365035,22042,16640,66222,76585,82976,79090,21480,1084703,0.25179377239197703
479,"Sullivan County, New York",73300,16647,744,769,2742,3891,4762,3060,679,56653,0.22710777626193723
480,"Tompkins County, New York",102103,39884,764,494,3175,3712,3918,20486,7335,62219,0.39062515303174244
481,"Ulster County, New York",174777,38918,1968,1327,8060,7310,7657,10521,2075,135859,0.22267231958438466
482,"Warren County, New York",62576,12105,592,537,2830,2483,2976,2255,432,50471,0.19344477115827155
483,"Wayne County, New York",87952,20481,1433,1318,3432,5715,4850,3199,534,67471,0.23286565399308715
484,"Westchester County, New York",949302,245528,19445,11889,44715,52125,56038,48071,13245,703774,0.25864055906339606
485,"Alamance County, North Carolina",157039,40867,1330,2042,8535,7903,8504,11521,1032,116172,0.2602347187641287
486,"Brunswick County, North Carolina",127789,20478,994,1272,4359,4700,5149,3419,585,107311,0.16024853469390948
487,"Buncombe County, North Carolina",249852,53248,3046,1702,10577,10807,12898,11920,2298,196604,0.2131181659542449
488,"Burke County, North Carolina",87396,16994,1115,281,3494,4672,4778,2131,523,70402,0.19444825850153324
489,"Cabarrus County, North Carolina",198319,56365,2122,1623,11921,13482,14590,11000,1627,141954,0.28421381713300287
490,"Caldwell County, North Carolina",79994,17126,1196,1371,3213,3511,4871,2566,398,62868,0.2140910568292622
491,"Carteret County, North Carolina",67301,13542,676,446,2794,3486,3203,2168,769,53759,0.2012154351346934
492,"Catawba County, North Carolina",153427,36750,2914,2020,8512,6804,9058,6720,722,116677,0.2395275929269294
493,"Chatham County, North Carolina",68610,14131,874,735,3581,3518,2804,2064,555,54479,0.20596123014137882
494,"Cleveland County, North Carolina",93818,22843,374,1263,3252,6275,5990,5003,686,70975,0.24348206101174616
495,"Craven County, North Carolina",98764,24489,1036,1382,5382,5563,4985,5008,1133,74275,0.24795472034344498
496,"Cumberland County, North Carolina",316927,91084,3494,5574,18646,16325,18834,22352,5859,225843,0.28739741328444723
497,"Davidson County, North Carolina",161171,38586,3277,2783,8769,8005,8891,6414,447,122585,0.23941031575159302
498,"Durham County, North Carolina",299323,77254,4050,3363,14096,14241,13662,17967,9875,222069,0.2580957694530657
499,"Forsyth County, North Carolina",362699,95383,3847,5901,20907,17071,21522,20362,5773,267316,0.26298114965853225
500,"Franklin County, North Carolina",63788,15366,559,454,3010,4086,4131,2812,314,48422,0.24089170376873392
501,"Gaston County, North Carolina",212615,48566,2049,1851,11409,11737,12231,8262,1027,164049,0.2284222655974414
502,"Guilford County, North Carolina",507125,138180,6522,6612,23566,27720,26716,41389,5655,368945,0.27247719990140495
503,"Harnett County, North Carolina",126579,38839,1505,1880,7487,7666,7945,9909,2447,87740,0.30683604705361867
504,"Henderson County, North Carolina",112611,24609,1911,825,5514,5139,5589,4791,840,88002,0.2185310493646269
505,"Iredell County, North Carolina",169980,43232,2167,1731,8886,10859,10641,7840,1108,126748,0.25433580421226026
506,"Johnston County, North Carolina",189910,50547,3323,2122,10125,13079,11851,8859,1188,139363,0.26616291927755253
507,"Lincoln County, North Carolina",79756,17305,1017,1812,3503,3851,3970,2826,326,62451,0.2169742715281609
508,"Mecklenburg County, North Carolina",1033886,274462,19105,12201,60435,54107,55020,57911,15683,759424,0.2654664053870543
509,"Moore County, North Carolina",95118,23867,1817,1168,4223,5028,6073,5146,412,71251,0.2509199100065182
510,"Nash County, North Carolina",90654,21575,593,1446,3938,5964,4551,4141,942,69079,0.23799280781873938
511,"New Hanover County, North Carolina",220166,55451,2559,3212,8201,9458,9841,20520,1660,164715,0.25185996021184015
512,"Onslow County, North Carolina",183570,49391,2800,2253,8811,8751,9584,14869,2323,134179,0.26905812496595305
513,"Orange County, North Carolina",141214,52485,2140,1634,7264,7046,6876,20496,7029,88729,0.3716699477388927
514,"Pitt County, North Carolina",172382,62014,1597,1713,8987,8934,7723,28544,4516,110368,0.35974753744590504
515,"Randolph County, North Carolina",139311,31141,1699,1275,6512,7345,8628,5112,570,108170,0.22353582990575044
516,"Robeson County, North Carolina",127175,35397,1788,1822,7811,7693,7841,7146,1296,91778,0.278333005700806
517,"Rockingham County, North Carolina",89199,20362,1543,949,3729,5321,4562,3467,791,68837,0.2282761017500196
518,"Rowan County, North Carolina",136345,32368,1177,1306,7454,7502,7298,6655,976,103977,0.23739777769628517
519,"Rutherford County, North Carolina",64197,12783,351,643,3337,2728,3457,2189,78,51414,0.19912145427356417
520,"Surry County, North Carolina",70160,15571,672,887,3722,3460,3892,2500,438,54589,0.22193557582668186
521,"Union County, North Carolina",224174,66336,4026,3425,14417,15078,17837,9889,1664,157838,0.2959129961547726
522,"Wake County, North Carolina",1033460,290492,18025,13551,58044,58366,63801,58433,20272,742968,0.2810868345170592
