,Label,Total,Enrolled in school,"Enrolled in nursery school, preschool",Enrolled in kindergarten,Enrolled in grade 1 to 4,Enrolled in grade 5 to 8,Enrolled in grade 9 to 12,"Enrolled in college, undergraduate years",Graduate or professional school,Not enrolled in school,Educational ratio
785,"Kitsap County, Washington",260419,56573,3231,3935,12454,10325,12356,11635,2637,203846,0.21723837354417305
786,"Lewis County, Washington",76998,17241,1165,626,3454,4128,3740,3888,240,59757,0.2239149068806982
787,"Mason County, Washington",63625,13062,566,917,2489,2776,2847,3349,118,50563,0.2052966601178782
788,"Pierce County, Washington",855876,212857,12674,12320,48547,44577,43689,40381,10669,643019,0.24870074636980125
789,"Skagit County, Washington",123531,26974,1266,1351,6021,6493,6984,3980,879,96557,0.21835814491908914
790,"Snohomish County, Washington",784309,187496,14620,8169,40959,40437,39011,37204,7096,596813,0.239058840329513
791,"Spokane County, Washington",495821,124277,7961,5618,24667,27201,24140,29356,5334,371544,0.25064892370432074
792,"Thurston County, Washington",276047,66287,3935,2695,13416,13941,15375,13421,3504,209760,0.24012939825464505
793,"Whatcom County, Washington",219138,58113,3196,3111,9260,10820,8607,20666,2453,161025,0.26518905894915534
794,"Yakima County, Washington",239561,68002,3864,3736,19762,15620,14989,8963,1068,171559,0.2838608955547856
795,"Berkeley County, West Virginia",112295,27084,1164,1771,5236,6145,7174,4188,1406,85211,0.24118616144975288
796,"Cabell County, West Virginia",90142,25367,1960,1010,3332,4043,4532,8408,2082,64775,0.2814115506645071
797,"Harrison County, West Virginia",65816,13331,498,698,3305,3069,3978,1497,286,52485,0.20254953202868603
798,"Kanawha County, West Virginia",174239,32557,1703,2114,8249,6742,6770,5542,1437,141682,0.18685254162386147
799,"Monongalia County, West Virginia",102846,36268,1218,1302,3581,4282,3297,18310,4278,66578,0.35264375862940706
800,"Raleigh County, West Virginia",71696,14275,922,514,3068,3466,3065,2818,422,57421,0.1991045525552332
801,"Wood County, West Virginia",81206,16567,1211,602,3353,4654,4143,1948,656,64639,0.20401201881634362
802,"Brown County, Wisconsin",253255,65436,4115,2795,14774,14602,13256,13884,2010,187819,0.25837989378294607
803,"Dane County, Wisconsin",524272,152981,9091,5818,22199,26462,24058,50043,15310,371291,0.2917970061342204
804,"Dodge County, Wisconsin",85539,16907,900,1409,3073,4074,5016,1994,441,68632,0.19765253276283332
805,"Eau Claire County, Wisconsin",101117,31789,1806,941,4332,4845,4513,14341,1011,69328,0.31437839334632156
806,"Fond du Lac County, Wisconsin",99502,22107,1748,984,4472,4882,4945,4580,496,77395,0.22217643866454945
807,"Jefferson County, Wisconsin",82719,21153,1132,1167,3764,4319,4707,5012,1052,61566,0.2557211765132557
808,"Kenosha County, Wisconsin",163055,43362,2031,1745,7467,10843,10050,9566,1660,119693,0.26593480727361934
809,"La Crosse County, Wisconsin",114162,32012,1232,1105,5162,5752,5304,12238,1219,82150,0.28040854224698236
810,"Manitowoc County, Wisconsin",76976,15807,868,1027,4489,3086,3524,2147,666,61169,0.20534971939305757
811,"Marathon County, Wisconsin",130793,30371,1827,1521,7801,6653,7142,4763,664,100422,0.23220661656204844
812,"Milwaukee County, Wisconsin",909917,244052,10230,17835,50092,52857,48765,48927,15346,665865,0.26821347441579835
813,"Outagamie County, Wisconsin",180729,43878,2522,3501,9451,9089,10054,8314,947,136851,0.24278339392128545
814,"Ozaukee County, Wisconsin",86270,20943,1594,1319,3394,4555,4555,3983,1543,65327,0.24276109887562305
815,"Portage County, Wisconsin",69285,18110,694,638,3037,3317,2933,6995,496,51175,0.2613841379808039
816,"Racine County, Wisconsin",189542,47912,2997,3068,8902,10892,11404,9203,1446,141630,0.2527777484673582
817,"Rock County, Wisconsin",157469,37797,1680,1711,8997,8492,9054,6783,1080,119672,0.24002819602588446
818,"St. Croix County, Wisconsin",86585,22482,1445,773,4394,6285,5562,3501,522,64103,0.25965236472830167
819,"Sheboygan County, Wisconsin",112429,27523,1629,1019,6266,6143,6411,5377,678,84906,0.24480338702647894
820,"Walworth County, Wisconsin",101237,27196,1177,1145,4201,4954,5780,9110,829,74041,0.26863696079496624
821,"Washington County, Wisconsin",131300,30268,2496,1489,6196,6862,7472,4277,1476,101032,0.23052551408987051
822,"Waukesha County, Wisconsin",390942,95330,6419,4498,18286,20472,23321,17690,4644,295612,0.24384691335287587
823,"Winnebago County, Wisconsin",165684,40864,1796,1981,7675,7757,7792,12307,1556,124820,0.24663817870162477
824,"Wood County, Wisconsin",70358,14783,858,840,3269,3136,4011,2338,331,55575,0.21011114585406065
825,"Laramie County, Wyoming",95334,22992,1561,984,5504,5762,4493,4212,476,72342,0.2411731386493801
826,"Natrona County, Wyoming",75964,18479,915,1025,3918,4435,4289,3463,434,57485,0.2432599652466958
827,"Arecibo Municipio, Puerto Rico",80113,17228,1172,605,2917,4046,3727,4148,613,62885,0.2150462471758641
828,"Bayamón Municipio, Puerto Rico",166584,39087,1584,988,6482,8226,7130,12888,1789,127497,0.23463838063679585
829,"Caguas Municipio, Puerto Rico",121901,30787,1535,802,6143,5936,5316,8535,2520,91114,0.25255740313861247
830,"Carolina Municipio, Puerto Rico",144697,34410,2424,1057,6479,6522,6812,8922,2194,110287,0.2378072800403602
831,"Guaynabo Municipio, Puerto Rico",81988,17955,426,798,2769,3325,4335,4576,1726,64033,0.21899546275064644
832,"Mayagüez Municipio, Puerto Rico",70675,21489,564,744,3441,2489,2773,10579,899,49186,0.30405376724442873
833,"Ponce Municipio, Puerto Rico",129663,32822,2193,2204,5437,6141,6183,8478,2186,96841,0.2531331220163038
834,"San Juan Municipio, Puerto Rico",314223,78189,4728,2849,13001,12935,15432,21994,7250,236034,0.24883283527940347
835,"Toa Alta Municipio, Puerto Rico",69619,17289,308,444,3453,3733,4550,3907,894,52330,0.24833737916373405
836,"Toa Baja Municipio, Puerto Rico",73094,17282,905,762,2750,4031,3507,4133,1194,55812,0.23643527512518128
837,"Trujillo Alto Municipio, Puerto Rico",62186,15861,598,259,3538,2727,3110,5273,356,46325,0.2550574084199016
