,Label,Total,Enrolled in school,"Enrolled in nursery school, preschool",Enrolled in kindergarten,Enrolled in grade 1 to 4,Enrolled in grade 5 to 8,Enrolled in grade 9 to 12,"Enrolled in college, undergraduate years",Graduate or professional school,Not enrolled in school,Educational ratio
262,"Shawnee County, Kansas",171289,40907,1809,2682,8684,9616,9426,7000,1690,130382,0.23881860481408612
263,"Wyandotte County, Kansas",157319,43924,2773,2982,10762,10064,8583,6549,2211,113395,0.27920340200484367
264,"Boone County, Kentucky",125169,32149,2115,1465,6454,7946,8283,4477,1409,93020,0.2568447459035384
265,"Bullitt County, Kentucky",79164,17387,1260,655,3229,4981,4330,2290,642,61777,0.21963266131069678
266,"Campbell County, Kentucky",89775,22572,1204,654,5109,3438,4479,6241,1447,67203,0.25142857142857145
267,"Christian County, Kentucky",67472,15829,1010,712,4548,3865,2661,2666,367,51643,0.23460101968223857
268,"Daviess County, Kentucky",97291,24419,2321,886,5200,6666,5079,3256,1011,72872,0.25098930014081466
269,"Fayette County, Kentucky",311055,90731,5710,2654,15356,15453,12570,29981,9007,220324,0.29168796515085754
270,"Hardin County, Kentucky",105382,25453,1373,1255,6020,7068,5662,3074,1001,79929,0.24153081171357538
271,"Jefferson County, Kentucky",741287,177822,11053,8149,40149,36508,36845,33415,11703,563465,0.23988279843029758
272,"Kenton County, Kentucky",158792,38893,2873,2392,9935,8143,7116,6795,1639,119899,0.24493047508690613
273,"McCracken County, Kentucky",62736,13602,937,789,2965,2119,4373,1951,468,49134,0.2168133129303749
274,"Madison County, Kentucky",89611,28067,1572,1362,3681,4750,3492,11821,1389,61544,0.3132093158206024
275,"Oldham County, Kentucky",64924,18984,1178,1160,3741,5033,4418,3010,444,45940,0.2924034255437126
276,"Warren County, Kentucky",126969,40807,2615,1957,5856,6866,7040,13845,2628,86162,0.32139341099008417
277,"Ascension Parish, Louisiana",119575,32389,2773,2043,7100,8023,7216,4363,871,87186,0.2708676562826678
278,"Bossier Parish, Louisiana",122037,31678,1613,3760,6944,6100,6407,5696,1158,90359,0.2595770135286839
279,"Caddo Parish, Louisiana",232901,57985,4676,2669,12165,14711,12135,9744,1885,174916,0.2489684458203271
280,"Calcasieu Parish, Louisiana",194508,47612,3681,1916,11155,10221,10746,8885,1008,146896,0.24478170563678614
281,"East Baton Rouge Parish, Louisiana",424042,123652,8848,6295,22499,20517,23142,33800,8551,300390,0.2916031902500224
282,"Iberia Parish, Louisiana",68241,17773,887,1398,3097,5491,4057,2357,486,50468,0.26044460075321285
283,"Jefferson Parish, Louisiana",418168,99326,7877,3866,21096,21801,21752,16867,6067,318842,0.2375265443553787
284,"Lafayette Parish, Louisiana",232574,63363,3771,2254,13605,11669,12687,15915,3462,169211,0.27244231943381464
285,"Lafourche Parish, Louisiana",94887,24564,1263,807,6210,5659,5024,5287,314,70323,0.2588763476556325
286,"Livingston Parish, Louisiana",132529,32658,1706,2253,6121,9901,7085,5223,369,99871,0.24642153792754792
287,"Orleans Parish, Louisiana",376789,96629,6996,2366,19067,18055,16325,25066,8754,280160,0.25645387736903147
288,"Ouachita Parish, Louisiana",148247,40326,2895,1813,9053,8780,8137,8037,1611,107921,0.27201899532536916
289,"Rapides Parish, Louisiana",125534,31642,2817,1243,7813,6902,6938,4417,1512,93892,0.25205920308442337
290,"St. Landry Parish, Louisiana",79122,18880,1716,586,5082,4966,4875,1460,195,60242,0.23861884178863021
291,"St. Tammany Parish, Louisiana",249051,63998,3538,3861,12165,17105,15292,9807,2230,185053,0.25696744843425645
292,"Tangipahoa Parish, Louisiana",126706,34166,1164,1888,6542,7017,7888,9142,525,92540,0.2696478461951289
293,"Terrebonne Parish, Louisiana",107413,27232,2318,2526,6672,7201,5224,2071,1220,80181,0.2535261095025742
294,"Androscoggin County, Maine",103541,23988,1456,1015,4481,5516,4801,5627,1092,79553,0.23167634077322027
295,"Aroostook County, Maine",65354,11934,880,630,2439,2893,2731,1879,482,53420,0.18260550234109618
296,"Cumberland County, Maine",284923,63806,3523,2616,12729,11782,13562,15587,4007,221117,0.223941205167712
297,"Kennebec County, Maine",118371,25001,1323,1155,4010,5989,5868,5790,866,93370,0.21120882648621706
298,"Penobscot County, Maine",147091,34816,2023,955,5873,6355,6223,11016,2371,112275,0.23669701069406013
299,"York County, Maine",199882,39626,2648,1328,7425,9985,8763,7480,1997,160256,0.19824696570976877
300,"Allegany County, Maryland",69037,15134,418,792,2686,2926,3071,4843,398,53903,0.21921578284108523
301,"Anne Arundel County, Maryland",555751,144272,10821,5326,27860,32671,26372,32455,8767,411479,0.2595982733274434
302,"Baltimore County, Maryland",801144,206656,12245,8341,38780,41531,41978,49939,13842,594488,0.2579511298842655
303,"Calvert County, Maryland",89173,23228,1272,804,4273,5678,5926,3658,1617,65945,0.2604824330234488
304,"Carroll County, Maryland",163485,41675,2829,1448,7442,8725,9884,8769,2578,121810,0.25491635318224914
305,"Cecil County, Maryland",99400,23916,950,1072,6548,4828,4954,4172,1392,75484,0.2406036217303823
306,"Charles County, Maryland",155748,43373,2886,2234,7822,8353,10384,8471,3223,112375,0.2784819066697486
307,"Frederick County, Maryland",246928,67524,4087,3619,13359,13249,14152,15294,3764,179404,0.2734562301561589
308,"Harford County, Maryland",245349,62856,4918,2810,12564,11431,13963,13943,3227,182493,0.2561901617695609
309,"Howard County, Maryland",312533,88575,5384,3591,17604,19010,19637,15809,7540,223958,0.28341007189640777
310,"Montgomery County, Maryland",1012147,269929,18683,14694,54017,53187,56639,52159,20550,742218,0.26668952237175036
311,"Prince George's County, Maryland",872186,238221,11800,12531,43204,43777,45647,60765,20497,633965,0.27313096059785413
312,"St. Mary's County, Maryland",108990,30687,1274,1002,5277,8213,6660,6612,1649,78303,0.28155794109551335
313,"Washington County, Maryland",146183,34040,1513,1731,7260,7449,7900,6127,2060,112143,0.23285881395237476
314,"Wicomico County, Maryland",99647,28707,1348,1495,4079,5716,5213,9744,1112,70940,0.2880869469226369
315,"Baltimore city, Maryland",581870,147836,10982,8559,24568,27229,22806,35710,17982,434034,0.2540704968463746
316,"Barnstable County, Massachusetts",209497,39179,3319,1714,6709,8477,8627,8699,1634,170318,0.1870146111877497
317,"Berkshire County, Massachusetts",123509,26302,1406,1036,4985,4715,6075,7403,682,97207,0.21295614084803535
318,"Bristol County, Massachusetts",545340,133333,7787,6372,24061,28745,28535,31152,6681,412007,0.24449517732057066
319,"Essex County, Massachusetts",763543,180324,12026,7253,35412,40079,39811,37871,7872,583219,0.23616744571032672
320,"Franklin County, Massachusetts",69172,14710,1316,810,3076,2690,3283,2520,1015,54462,0.21265830104666628
321,"Hampden County, Massachusetts",455077,119313,7478,4874,20753,25000,25718,27972,7518,335764,0.2621820043640966
322,"Hampshire County, Massachusetts",158435,55137,1629,1269,4463,6023,6771,31048,3934,103298,0.34801022501341244
323,"Middlesex County, Massachusetts",1565573,416651,31669,17884,68837,69479,79243,105480,44059,1148922,0.26613323045300347
324,"Norfolk County, Massachusetts",683679,176520,13725,6327,33015,34243,37341,36348,15521,507159,0.2581913441834545
325,"Plymouth County, Massachusetts",502553,129689,8956,5890,25969,24901,28324,29088,6561,372864,0.25806034388412763
326,"Suffolk County, Massachusetts",781468,223639,8966,11066,28431,27752,30528,82833,34063,557829,0.2861780648727779
327,"Worcester County, Massachusetts",802920,209574,12424,10223,35003,40417,46666,48541,16300,593346,0.26101479599461963
328,"Allegan County, Michigan",113203,28207,2000,1812,6541,7021,6493,3191,1149,84996,0.24917184173564305
329,"Bay County, Michigan",100540,21881,897,1377,5256,3929,6142,3900,380,78659,0.21763477222995822
330,"Berrien County, Michigan",150059,35335,2989,1335,7507,8465,7207,5678,2154,114724,0.23547404687489587
331,"Calhoun County, Michigan",130269,31841,1941,1341,7616,6820,6489,6586,1048,98428,0.2444249975051624
332,"Clinton County, Michigan",77047,20153,1613,751,3446,4811,4104,4520,908,56894,0.26156761457292305
333,"Eaton County, Michigan",106520,24559,1357,1526,4549,5203,5840,4969,1115,81961,0.23055764175741644
334,"Genesee County, Michigan",393086,93137,6471,4325,19337,22725,22996,13552,3731,299949,0.23693797286090068
335,"Grand Traverse County, Michigan",90233,19174,730,994,4244,5042,4096,3685,383,71059,0.2124943202597719
336,"Ingham County, Michigan",282411,96276,3911,3253,12106,12403,13736,42931,7936,186135,0.3409074009156867
337,"Isabella County, Michigan",68316,25638,645,712,1825,2942,2884,15181,1449,42678,0.3752854382575092
338,"Jackson County, Michigan",153976,36536,1937,1601,6253,8476,8999,8219,1051,117440,0.23728373252974488
339,"Kalamazoo County, Michigan",255827,78536,4349,3846,11365,14716,11732,27276,5252,177291,0.3069887072122958
340,"Kent County, Michigan",629206,166787,11136,11526,33272,35503,35052,32368,7930,462419,0.2650753489318284
341,"Lapeer County, Michigan",86010,18348,900,959,3788,4765,4432,2816,688,67662,0.21332403208929193
342,"Lenawee County, Michigan",95096,22531,1430,1051,4998,4699,4869,4977,507,72565,0.23692899806511314
343,"Livingston County, Michigan",185164,44241,2579,1537,8212,9654,11868,8681,1710,140923,0.23892873344710636
344,"Macomb County, Michigan",847465,195183,13973,10716,40185,37516,45450,39116,8227,652282,0.23031393626875446
345,"Marquette County, Michigan",64694,18030,1424,800,3077,2613,2593,6637,886,46664,0.2786966333817665
346,"Midland County, Michigan",80212,19595,1161,866,4128,4009,4308,4292,831,60617,0.24429013115244602
347,"Monroe County, Michigan",145651,32774,1935,1482,7069,8011,7375,5768,1134,112877,0.22501733596061818
348,"Muskegon County, Michigan",167569,38026,1856,2613,8372,9656,8907,5623,999,129543,0.2269274149753236
349,"Oakland County, Michigan",1218268,289745,19955,13000,52650,61149,67821,55908,19262,928523,0.23783354729829562
350,"Ottawa County, Michigan",280970,84122,5763,4774,14790,15757,14970,25708,2360,196848,0.29939851229668646
351,"Saginaw County, Michigan",184423,45591,2429,2437,9262,9145,10338,10679,1301,138832,0.2472088622351876
352,"St. Clair County, Michigan",154031,32505,1492,1329,7082,7480,8851,5059,1212,121526,0.21102894871811517
353,"Shiawassee County, Michigan",65895,13876,879,1025,2884,3215,3897,1542,434,52019,0.2105774337961909
354,"Van Buren County, Michigan",72863,16430,1588,1020,3622,3960,3849,1994,397,56433,0.22549167615936758
355,"Washtenaw County, Michigan",360741,124649,6213,3796,14578,15361,16241,51835,16625,236092,0.34553599396797147
356,"Wayne County, Michigan",1684424,428474,22153,23355,87635,92655,98440,83476,20760,1255950,0.2543741955707114
357,"Anoka County, Minnesota",340918,86712,5411,3602,18705,19533,20458,15454,3549,254206,0.25434855302448095
358,"Blue Earth County, Minnesota",64437,21472,1017,455,3121,2708,2728,10056,1387,42965,0.3332247000946661
359,"Carver County, Minnesota",100044,28299,2295,1222,6189,7058,7163,3598,774,71745,0.2828655391627684
360,"Dakota County, Minnesota",409776,106393,7832,6220,21403,22807,25907,17448,4776,303383,0.25963697239467415
361,"Hennepin County, Minnesota",1209137,314771,23765,13712,61257,61216,57799,70145,26877,894366,0.26032699354994515
362,"Olmsted County, Minnesota",149363,40692,3260,1461,7962,9135,8827,7675,2372,108671,0.2724369489097032
363,"Ramsey County, Minnesota",526384,143853,8483,7310,30112,25789,26448,33751,11960,382531,0.2732852822274233
364,"Rice County, Minnesota",64276,20690,1049,860,2982,3952,3935,7640,272,43586,0.32189308606633893
365,"St. Louis County, Minnesota",193688,49333,2853,1816,7887,9009,8247,17206,2315,144355,0.2547034405848581
366,"Scott County, Minnesota",141329,40619,3129,1982,9057,9615,9315,5462,2059,100710,0.2874073969249057
367,"Sherburne County, Minnesota",91858,25345,1945,1378,4968,5870,5070,5382,732,66513,0.2759149992379542
368,"Stearns County, Minnesota",153750,48667,2857,1990,7814,8145,8797,17236,1828,105083,0.31653333333333333
369,"Washington County, Minnesota",250587,67515,4817,3863,13381,15409,16555,9474,4016,183072,0.2694273845011912
370,"Wright County, Minnesota",130479,35247,2310,2600,7609,8629,8876,3732,1491,95232,0.2701354240912331
371,"DeSoto County, Mississippi",174846,48807,3509,1681,10342,11743,12452,8154,926,126039,0.2791427885110326
372,"Forrest County, Mississippi",72324,23264,1453,1694,2720,3292,4467,8440,1198,49060,0.3216636247995133
373,"Harrison County, Mississippi",198633,48568,4021,2909,11796,10339,9587,8658,1258,150065,0.2445112342863472
374,"Hinds County, Mississippi",229864,68933,4811,3328,12042,13970,12382,17812,4588,160931,0.29988601955939165
375,"Jackson County, Mississippi",139730,36177,1303,1197,8754,9667,8483,5919,854,103553,0.2589064624633221
376,"Jones County, Mississippi",66029,15940,901,1065,2856,2650,4732,3232,504,50089,0.24140907782943857
377,"Lauderdale County, Mississippi",72687,17787,692,1821,3520,3944,3846,3639,325,54900,0.24470675636633785
378,"Lee County, Mississippi",81566,18981,969,1084,5329,4705,3991,2536,367,62585,0.2327072554740946
379,"Madison County, Mississippi",102187,29661,2665,2298,5332,6555,5732,5076,2003,72526,0.2902619707007741
380,"Rankin County, Mississippi",148270,38190,2673,1443,8272,8378,8777,6478,2169,110080,0.2575706481419033
381,"Boone County, Missouri",173610,63934,4074,1302,8178,8210,7022,28396,6752,109676,0.36826219687806
382,"Buchanan County, Missouri",84876,19085,991,1137,3925,4890,4177,3296,669,65791,0.22485743908761016
383,"Cape Girardeau County, Missouri",75454,21742,656,838,4215,4010,2908,7874,1241,53712,0.28814907095713943
384,"Cass County, Missouri",101654,24418,1386,2078,5920,5767,6018,1926,1323,77236,0.24020697660692153
385,"Christian County, Missouri",83663,23090,995,959,6114,4906,5282,3984,850,60573,0.2759881907175215
386,"Clay County, Missouri",237186,58766,3198,2533,13298,14519,13796,8731,2691,178420,0.247763358714258
387,"Cole County, Missouri",73815,17791,1068,1053,3133,4617,3994,3243,683,56024,0.24102147260041998
388,"Franklin County, Missouri",99878,24168,1518,1028,5319,5745,4917,4531,1110,75710,0.2419752097559022
389,"Greene County, Missouri",281190,79720,4833,4311,11202,12747,11938,29485,5204,201470,0.28350937088801165
390,"Jackson County, Missouri",676739,169419,13628,8933,37536,36348,34006,29602,9366,507320,0.25034614526427473
391,"Jasper County, Missouri",115832,29328,2022,1658,6127,7728,6220,4981,592,86504,0.253194281373023
392,"Jefferson County, Missouri",217113,53960,4634,2336,10870,12968,12078,8487,2587,163153,0.2485341734488492
393,"Platte County, Missouri",99905,25659,2098,1542,4620,6593,5281,3551,1974,74246,0.25683399229267806
394,"St. Charles County, Missouri",386117,101600,8153,4621,20099,21876,22061,20265,4525,284517,0.2631326774008914
395,"St. Francois County, Missouri",64773,13727,493,749,2685,3983,3661,1860,296,51046,0.21192472172046994
396,"St. Louis County, Missouri",963052,241145,18273,11400,48248,48905,52833,45535,15951,721907,0.2503966556323023
397,"St. Louis city, Missouri",290217,64369,4561,2476,11414,14235,9543,13196,8944,225848,0.22179610429437283
398,"Cascade County, Montana",77924,16318,1142,1036,3657,3785,3708,2501,489,61606,0.20940916790719163
399,"Flathead County, Montana",98899,19483,751,1227,5351,5023,4409,2247,475,79416,0.1969989585334533
400,"Gallatin County, Montana",108827,33260,1586,1635,4600,6321,4386,12245,2487,75567,0.3056226855467853
401,"Lewis and Clark County, Montana",66202,14172,517,809,2999,3869,2865,2573,540,52030,0.21407208241442857
402,"Missoula County, Montana",115795,29932,2324,1175,3815,5443,4660,9881,2634,85863,0.2584912992788981
403,"Yellowstone County, Montana",155236,36718,3006,1676,8373,9104,7646,4816,2097,118518,0.23653018629699296
404,"Douglas County, Nebraska",541349,154187,10265,8462,31260,29653,31962,31464,11121,387162,0.28481995902827933
405,"Lancaster County, Nebraska",306870,96980,7399,4736,14765,16564,15479,30676,7361,209890,0.3160295890768078
406,"Sarpy County, Nebraska",177139,51569,2516,2836,11228,11320,11970,8937,2762,125570,0.2911216615200492
407,"Clark County, Nevada",2152119,521055,27450,24790,113062,119720,120843,94099,21091,1631064,0.24211254117453543
408,"Washoe County, Nevada",449662,109534,5941,5062,22873,21875,22849,24511,6423,340128,0.24359185343658127
409,"Cheshire County, New Hampshire",74399,19002,567,479,3001,3671,3528,6942,814,55397,0.2554066586916491
410,"Grafton County, New Hampshire",87548,21296,716,598,3831,2578,3441,7654,2478,66252,0.24324941746242063
411,"Hillsborough County, New Hampshire",403385,94033,6073,4593,17505,21185,21368,17985,5324,309352,0.2331098082477038
412,"Merrimack County, New Hampshire",147257,35159,2263,1690,6039,7269,7074,8880,1944,112098,0.23875944776818758
413,"Rockingham County, New Hampshire",300232,64606,4564,2458,12842,15019,16470,10767,2486,235626,0.21518692211356552
414,"Strafford County, New Hampshire",125704,35869,2198,1702,4580,5496,5403,14567,1923,89835,0.2853449373130529
415,"Atlantic County, New Jersey",256534,63957,3882,2259,14373,12230,12711,15130,3372,192577,0.2493119820374687
416,"Bergen County, New Jersey",907327,226138,15860,11583,43681,45174,50485,48073,11282,681189,0.24923539142999163
417,"Burlington County, New Jersey",432754,103889,8175,5863,19376,21976,22258,21769,4472,328865,0.24006479431732577
418,"Camden County, New Jersey",488276,127798,8695,5282,25163,30219,23649,25711,9079,360478,0.2617331181544864
419,"Cape May County, New Jersey",90222,15581,689,643,2737,4038,3696,2702,1076,74641,0.1726962381680743
420,"Cumberland County, New Jersey",144842,36994,2121,1905,7967,9068,8280,7243,410,107848,0.255409342593999
421,"Essex County, New Jersey",768463,208682,19690,12059,40665,42298,42047,37640,14283,559781,0.27155764168216295
422,"Gloucester County, New Jersey",283494,75196,4620,2851,14158,15628,15866,17616,4457,208298,0.2652472362730781
423,"Hudson County, New Jersey",646169,149164,12685,6231,30085,28585,26194,30036,15348,497005,0.23084363378620762
424,"Hunterdon County, New Jersey",121854,28141,1604,1928,4852,5752,7632,5469,904,93713,0.2309403056116336
425,"Mercer County, New Jersey",358812,94159,5004,3035,18823,17925,18100,23603,7669,264653,0.26241875968473743
426,"Middlesex County, New Jersey",801067,217526,15696,10954,37800,40270,41733,57244,13829,583541,0.27154532642088614
427,"Monmouth County, New Jersey",603171,148010,10635,6240,26953,34493,35438,26060,8191,455161,0.2453864658612566
428,"Morris County, New Jersey",480255,124087,9442,4718,21025,27182,29066,24688,7966,356168,0.25837732038188044
429,"Ocean County, New Jersey",577440,146030,10055,8179,33638,30185,31576,24034,8363,431410,0.2528920753671377
430,"Passaic County, New Jersey",481973,127936,9209,7942,27713,24934,28400,25856,3882,354037,0.26544225506408037
431,"Salem County, New Jersey",60699,14424,876,493,2795,4043,3091,2467,659,46275,0.23763159195373895
432,"Somerset County, New Jersey",323202,88526,7287,3317,14930,19254,19675,18808,5255,234676,0.2739030080259404
433,"Sussex County, New Jersey",136971,32289,2173,1757,5217,7567,7302,7025,1248,104682,0.23573603171474253
434,"Union County, New Jersey",537663,140722,12143,8139,29502,28319,29290,26754,6575,396941,0.26172900125171344
435,"Warren County, New Jersey",103375,24909,1785,683,4792,4820,6420,5386,1023,78466,0.2409576783555018
436,"Bernalillo County, New Mexico",656309,168619,10279,6694,27718,38594,33500,40394,11440,487690,0.2569201397512452
437,"Chaves County, New Mexico",61935,16784,1269,1141,3747,4534,3332,2723,38,45151,0.27099378380560263
438,"Doña Ana County, New Mexico",210291,64439,2599,2844,12931,12982,11094,20194,1795,145852,0.3064277596283246
439,"Lea County, New Mexico",66925,19240,841,938,4360,6128,3997,2696,280,47685,0.28748599178184536
440,"McKinley County, New Mexico",69825,20108,985,1351,3498,6320,4772,2880,302,49717,0.28797708557107055
441,"Otero County, New Mexico",64551,17004,756,1062,4119,3501,4306,2626,634,47547,0.26341962169447414
442,"Sandoval County, New Mexico",141182,35796,1369,1325,7613,8659,8552,6824,1454,105386,0.2535450694847785
443,"San Juan County, New Mexico",119240,32269,1753,1592,7647,7047,7634,5078,1518,86971,0.2706222744045622
444,"Santa Fe County, New Mexico",146390,30436,1555,1883,5745,6913,7163,5389,1788,115954,0.20791037639183005
445,"Valencia County, New Mexico",74006,19283,1364,598,4131,4433,4457,3198,1102,54723,0.2605599545982758
446,"Albany County, New York",298396,81475,4007,2817,11005,13222,15900,28061,6463,216921,0.27304320433249774
447,"Bronx County, New York",1369100,393413,24632,19396,75945,83830,82813,87577,19220,975687,0.28735154481045944
448,"Broome County, New York",186197,48697,2132,3000,7904,7702,8776,14054,5129,137500,0.261534826017605
449,"Cattaraugus County, New York",74816,17500,1368,911,3737,3640,3860,3844,140,57316,0.23390718562874252
450,"Cayuga County, New York",74611,15334,878,1249,3313,2722,3845,2971,356,59277,0.20551929340177721
451,"Chautauqua County, New York",123912,28053,1833,1391,5292,5900,5916,6633,1088,95859,0.22639453805926787
452,"Chemung County, New York",81820,16627,1137,1700,3902,3073,3622,2637,556,65193,0.20321437301393303
453,"Clinton County, New York",78109,16910,525,865,2860,3695,3400,4777,788,61199,0.21649233763074677
454,"Dutchess County, New York",285351,70455,3658,2833,11095,12401,16176,20122,4170,214896,0.24690644154041863
455,"Erie County, New York",889850,215193,12843,8142,43086,40599,44333,51987,14203,674657,0.2418306456144294
456,"Jefferson County, New York",106461,25227,1301,1802,6246,5131,5456,4394,897,81234,0.23696001352607998
457,"Kings County, New York",2471781,630954,47529,37825,124816,129217,123126,128848,39593,1840827,0.2552629055729452
458,"Livingston County, New York",61566,17416,809,888,2261,2384,2879,7802,393,44150,0.2828834096741708
459,"Madison County, New York",68905,17380,785,964,2927,2915,3414,6226,149,51525,0.25223133299470285
460,"Monroe County, New York",719185,186477,11353,8721,32624,34241,38263,46774,14501,532708,0.2592893344549733
461,"Nassau County, New York",1315740,336306,22721,15036,63853,65975,71284,74956,22481,979434,0.2556021706416161
462,"New York County, New York",1580776,319698,22826,8885,51112,52452,47431,91059,45933,1261078,0.20224117775067435
463,"Niagara County, New York",204345,44613,2735,2018,8341,9173,11474,8487,2385,159732,0.21832195551640607
464,"Oneida County, New York",222413,52438,1938,2107,10689,11843,10827,12883,2151,169975,0.23576859266319863
465,"Onondaga County, New York",445920,116283,7309,6049,21807,19631,23057,31744,6686,329637,0.2607709903121636
466,"Ontario County, New York",106706,27651,1124,1933,4878,4589,5997,7584,1546,79055,0.2591325698648623
467,"Orange County, New York",367572,106011,7058,5810,19926,22815,24416,23068,2918,261561,0.2884088015409226
468,"Oswego County, New York",114102,28202,1045,603,5610,6004,5788,8109,1043,85900,0.24716481744404128
469,"Putnam County, New York",96372,23864,1348,793,4310,4723,5547,5348,1795,72508,0.24762379114265554
470,"Queens County, New York",2195732,514867,34535,23069,92733,103894,100831,125324,34481,1680865,0.23448535613635907
471,"Rensselaer County, New York",155008,38945,2495,1228,7373,6788,7473,11403,2185,116063,0.25124509702725023
472,"Richmond County, New York",460231,111746,6538,3972,23888,23278,23724,23492,6854,348485,0.2428041570428763
473,"Rockland County, New York",310487,95503,7043,4884,20945,21473,21290,16532,3336,214984,0.3075909780441693
474,"St. Lawrence County, New York",104750,30071,1606,989,5135,4721,5068,11364,1188,74679,0.28707398568019094
475,"Saratoga County, New York",222726,50251,2917,1903,9627,10605,12326,10903,1970,172475,0.22561802393972863
476,"Schenectady County, New York",150005,36885,1663,1678,6687,8775,8186,7815,2081,113120,0.24589180360654644
477,"Steuben County, New York",93162,19707,1104,1368,5063,4361,4277,3101,433,73455,0.2115347459264507
478,"Suffolk County, New York",1434003,361066,22884,18183,62254,72233,81133,83096,21283,1072937,0.2517888735239745
479,"Sullivan County, New York",72985,16368,1154,625,3167,4035,3840,3298,249,56617,0.2242652599849284
480,"Tompkins County, New York",100539,40603,1187,833,3231,3323,3479,22823,5727,59936,0.4038532310844548
481,"Ulster County, New York",174124,39194,1776,1995,6328,7295,8223,11190,2387,134930,0.22509246284257195
482,"Warren County, New York",62613,12135,986,643,3183,1918,2862,2080,463,50478,0.193809592257199
483,"Wayne County, New York",87167,19590,1214,1193,4018,4873,4262,3321,709,67577,0.22474101437470603
484,"Westchester County, New York",937877,245350,19072,9598,46741,47142,57922,49062,15813,692527,0.26160146799633643
485,"Alamance County, North Carolina",160670,40473,2101,1829,8363,8804,9200,9375,801,120197,0.2519014128337586
486,"Brunswick County, North Carolina",133942,21737,1844,685,4364,4621,5803,3451,969,112205,0.1622866613907512
487,"Buncombe County, North Carolina",251718,51661,3220,3270,9148,11354,10085,11821,2763,200057,0.20523363446396364
488,"Burke County, North Carolina",88094,17621,474,1008,4475,3916,4144,3186,418,70473,0.20002497332394942
489,"Cabarrus County, North Carolina",204257,59514,5605,1762,11718,12447,15603,10196,2183,144743,0.29136822728229633
490,"Caldwell County, North Carolina",79570,15598,1286,747,4417,2874,3336,2701,237,63972,0.1960286540153324
491,"Carteret County, North Carolina",67399,12956,895,546,2245,3067,3048,2274,881,54443,0.19222837134082107
492,"Catawba County, North Carolina",154122,37871,2491,1340,7751,8907,8597,7476,1309,116251,0.2457209223861616
493,"Chatham County, North Carolina",70923,14399,898,437,3006,3811,3620,2167,460,56524,0.20302299677114619
494,"Cleveland County, North Carolina",95218,22366,666,1351,4539,5312,5335,4929,234,72852,0.23489256233065176
495,"Craven County, North Carolina",99571,24775,1949,1722,6614,4386,3219,6071,814,74796,0.24881742676080384
496,"Cumberland County, North Carolina",317547,88545,5531,4200,17511,17526,17920,21101,4756,229002,0.27884061257073756
497,"Davidson County, North Carolina",161198,34012,1413,2916,7351,8546,8786,3619,1381,127186,0.21099517363739004
498,"Durham County, North Carolina",304659,83310,5814,4285,11644,14201,14112,20790,12464,221349,0.2734532707059368
499,"Forsyth County, North Carolina",365991,92615,5695,4289,19681,18913,19777,19281,4979,273376,0.2530526706940881
500,"Franklin County, North Carolina",65596,13155,460,1142,2095,4452,2890,1583,533,52441,0.20054576498566987
501,"Gaston County, North Carolina",214461,50593,2444,3520,11571,9882,12031,9434,1711,163868,0.23590769417283328
502,"Guilford County, North Carolina",514868,148006,7766,5491,24922,27770,27661,45765,8631,366862,0.287463971347996
503,"Harnett County, North Carolina",128588,36516,1379,2389,7640,6927,8149,8558,1474,92072,0.28397673188789
504,"Henderson County, North Carolina",113968,21985,956,2760,4172,4653,5344,3862,238,91983,0.19290502597220271
505,"Iredell County, North Carolina",172957,41096,2231,2294,9271,10458,9197,6378,1267,131861,0.23760819163144598
506,"Johnston County, North Carolina",194714,51096,1826,3298,9449,12729,13095,9492,1207,143618,0.26241564551085184
507,"Lincoln County, North Carolina",81491,17367,919,620,3608,4574,4665,2600,381,64124,0.21311555877336147
508,"Mecklenburg County, North Carolina",1051826,273488,18493,14336,56225,57313,56751,52426,17944,778338,0.26001258763331575
509,"Moore County, North Carolina",96080,20370,1254,1459,4226,3481,5939,3114,897,75710,0.21201082431307244
510,"Nash County, North Carolina",91216,21236,1031,1034,5515,4845,4184,3955,672,69980,0.2328100333274864
511,"New Hanover County, North Carolina",226117,59829,2270,2406,11398,9491,9176,21874,3214,166288,0.2645931088772627
512,"Onslow County, North Carolina",187580,46718,3150,2515,11488,9730,7536,9181,3118,140862,0.24905640260155668
513,"Orange County, North Carolina",141752,52116,2233,1756,5462,7994,7073,21251,6347,89636,0.36765618827247587
514,"Pitt County, North Carolina",173511,61252,3849,1470,7762,8989,8603,25386,5193,112259,0.3530150826172404
515,"Randolph County, North Carolina",137561,30848,1441,2089,5747,7667,7193,5874,837,106713,0.22424960562950255
516,"Robeson County, North Carolina",126204,33301,1805,1983,7223,7046,7235,7332,677,92903,0.2638664384647079
517,"Rockingham County, North Carolina",88243,19683,712,1243,3975,5171,4734,3675,173,68560,0.2230545199052616
518,"Rowan County, North Carolina",136329,36289,822,1951,7027,7787,9733,8169,800,100040,0.2661869448173169
519,"Rutherford County, North Carolina",64900,12924,804,928,3000,2721,3063,1780,628,51976,0.19913713405238828
520,"Surry County, North Carolina",69856,14027,741,668,2982,3179,3979,2175,303,55829,0.2007987860742098
521,"Union County, North Carolina",227487,68141,3853,2915,12733,17194,18158,11427,1861,159346,0.2995379955777693
522,"Wake County, North Carolina",1054953,293196,21237,15837,54094,61562,61945,58524,19997,761757,0.27792328189028326
