,Label,Total,Enrolled in school,"Enrolled in nursery school, preschool",Enrolled in kindergarten,Enrolled in grade 1 to 4,Enrolled in grade 5 to 8,Enrolled in grade 9 to 12,"Enrolled in college, undergraduate years",Graduate or professional school,Not enrolled in school,Educational ratio
523,"Burleigh County, North Dakota",90844,20964,1334,1292,4983,4061,3896,4344,1054,69880,0.23076923076923078
524,"Cass County, North Dakota",166097,46823,2338,2771,8115,7405,6233,16169,3792,119274,0.28190153946188073
525,"Grand Forks County, North Dakota",68101,21852,656,807,2487,2698,2339,11112,1753,46249,0.3208763454281141
526,"Ward County, North Dakota",66776,17802,975,854,4134,2555,3185,4766,1333,48974,0.26659278782796214
527,"Allen County, Ohio",99863,25181,1859,1175,5435,4902,5404,6097,309,74682,0.2521554529705697
528,"Ashtabula County, Ohio",95011,21528,1145,1551,5565,4052,5428,2850,937,73483,0.22658429024007745
529,"Athens County, Ohio",64474,27319,717,726,1949,2055,2312,18384,1176,37155,0.4237211899370289
530,"Belmont County, Ohio",66865,13935,1063,764,3041,2398,4093,1904,672,52930,0.20840499513946012
531,"Butler County, Ohio",364082,104285,6668,4691,19500,20206,19587,28886,4747,259797,0.28643272669343717
532,"Clark County, Ohio",129885,31110,1869,1419,7231,6416,7298,6594,283,98775,0.2395195750086615
533,"Clermont County, Ohio",196109,45684,2711,3010,10671,9159,11629,7090,1414,150425,0.2329520827702961
534,"Columbiana County, Ohio",100522,20102,1345,939,5278,4842,5189,1922,587,80420,0.19997612462943434
535,"Cuyahoga County, Ohio",1204282,298428,17066,15052,57194,56869,65873,66463,19911,905854,0.2478057464945918
536,"Delaware County, Ohio",188607,55794,3394,3934,12811,11844,12641,9333,1837,132813,0.29582147004087866
537,"Erie County, Ohio",72954,16230,530,1646,2247,3797,4969,2644,397,56724,0.2224689530389012
538,"Fairfield County, Ohio",148428,39597,2767,2435,7100,9365,9072,7254,1604,108831,0.26677581049397686
539,"Franklin County, Ohio",1207542,331445,17517,16266,65287,62764,59705,85963,23943,876097,0.27447906573850017
540,"Geauga County, Ohio",91402,20366,784,636,5001,5227,4541,3126,1051,71036,0.22281788144679548
541,"Greene County, Ohio",159118,49667,2811,2175,6399,8554,8004,17728,3996,109451,0.3121394185447278
542,"Hamilton County, Ohio",776467,201098,12444,11347,43110,39691,40103,41497,12906,575369,0.25899104533740647
543,"Hancock County, Ohio",72537,18441,844,794,3215,4331,4552,3747,958,54096,0.25422887629761365
544,"Jefferson County, Ohio",64857,14984,1297,370,3100,2981,3152,3608,476,49873,0.23103134588402177
545,"Lake County, Ohio",222241,51404,2507,2265,11422,10109,11945,10072,3084,170837,0.2312984552805288
546,"Licking County, Ohio",165901,43376,1766,2282,8557,9574,10151,8839,2207,122525,0.26145713407393567
547,"Lorain County, Ohio",295264,73321,4703,3561,14890,15529,15636,16359,2643,221943,0.24832353419312886
548,"Lucas County, Ohio",414539,107863,6117,5783,24106,20120,22820,22105,6812,306676,0.2601998846911871
549,"Mahoning County, Ohio",223330,52474,3700,2101,9836,11073,11384,12613,1767,170856,0.23496171584650516
550,"Marion County, Ohio",62610,14322,866,762,2407,2785,4156,3074,272,48288,0.2287494010541447
551,"Medina County, Ohio",172036,42772,2574,2177,8929,9102,10387,7984,1619,129264,0.2486223813620405
552,"Miami County, Ohio",101619,23614,1102,1059,5018,5914,6709,2636,1176,78005,0.23237780336354422
553,"Montgomery County, Ohio",511147,134971,7756,6707,27219,26314,26481,33569,6925,376176,0.2640551543880723
554,"Muskingum County, Ohio",83657,20294,826,1155,4133,4528,5166,3999,487,63363,0.24258579676536332
555,"Portage County, Ohio",157973,47775,2372,1387,7222,6262,8032,17649,4851,110198,0.30242509795977796
556,"Richland County, Ohio",117219,24957,1146,1117,5296,5976,7049,3563,810,92262,0.21290917001509993
557,"Ross County, Ohio",74198,16217,819,753,3307,3892,4683,2017,746,57981,0.21856384269117765
558,"Scioto County, Ohio",73751,17357,1102,551,2945,4410,4947,3057,345,56394,0.23534596141069275
559,"Stark County, Ohio",362571,85928,5562,4405,18331,17869,19191,17052,3518,276643,0.23699634002719466
560,"Summit County, Ohio",521581,128817,8443,4429,24166,27712,28137,28051,7879,392764,0.2469741037346069
561,"Trumbull County, Ohio",195435,38987,1776,2723,9865,7766,9232,5856,1769,156448,0.19948832092511576
562,"Tuscarawas County, Ohio",89142,19168,1145,799,4448,4580,5368,2172,656,69974,0.21502770859976217
563,"Warren County, Ohio",219782,57569,2857,3103,12877,13270,15180,7847,2435,162213,0.2619368283116907
564,"Wayne County, Ohio",112033,28459,1547,999,5791,6502,5983,6692,945,83574,0.2540233681147519
565,"Wood County, Ohio",127606,41971,3001,1819,5003,6245,6442,17399,2062,85635,0.3289108662602072
566,"Canadian County, Oklahoma",131110,35501,2226,2279,9003,6321,8493,5312,1867,95609,0.270772633666387
567,"Cleveland County, Oklahoma",268918,85135,3556,3481,14993,12700,14276,30201,5928,183783,0.3165834938531448
568,"Comanche County, Oklahoma",116510,31697,2189,2194,5855,6473,6326,7658,1002,84813,0.2720539009527079
569,"Creek County, Oklahoma",68722,15907,1308,1151,3589,3526,4079,1906,348,52815,0.23146881639067549
570,"Muskogee County, Oklahoma",66669,17233,1304,954,3369,3839,4419,3128,220,49436,0.2584859529916453
571,"Oklahoma County, Oklahoma",747380,198722,12371,10046,47512,43869,39692,35231,10001,548658,0.26589151435681985
572,"Payne County, Oklahoma",78382,33436,1462,1087,3631,3340,2857,17628,3431,44946,0.4265775305554847
573,"Pottawatomie County, Oklahoma",69978,19262,1123,747,4520,3743,4335,4503,291,50716,0.27525793820915145
574,"Rogers County, Oklahoma",88383,23339,1544,1577,4961,4701,5382,4525,649,65044,0.2640666191462159
575,"Tulsa County, Oklahoma",614569,166727,11079,8144,38739,35831,34148,32060,6726,447842,0.2712909372259258
576,"Wagoner County, Oklahoma",75215,19139,1451,1250,4158,4636,4710,2520,414,56076,0.25445722262846504
577,"Benton County, Oregon",87643,33429,1599,344,3080,3748,3679,17566,3413,54214,0.3814223611697454
578,"Clackamas County, Oregon",395065,96504,5652,4862,18626,21336,22819,17744,5465,298561,0.2442737271081974
579,"Deschutes County, Oregon",175678,38314,3146,2347,9217,7202,8900,6438,1064,137364,0.21809219139562153
580,"Douglas County, Oregon",104524,20354,838,1158,4360,5186,4912,3327,573,84170,0.19473039684665722
581,"Jackson County, Oregon",209420,45155,2422,1889,10360,10788,8851,9259,1586,164265,0.21561932957692675
582,"Josephine County, Oregon",83703,17516,1305,511,3519,4213,3765,3902,301,66187,0.2092637061992999
583,"Klamath County, Oregon",64190,14840,1159,550,3159,3050,3381,3381,160,49350,0.2311886586695747
584,"Lane County, Oregon",358351,89466,3645,3282,13907,15821,17556,32056,3199,268885,0.24966024930863873
585,"Linn County, Oregon",118511,27452,1076,2096,6940,4639,6178,5506,1017,91059,0.23164094472243082
586,"Marion County, Oregon",322204,84401,4637,3612,19594,18776,18806,16286,2690,237803,0.26194895159588333
587,"Multnomah County, Oregon",773932,185150,14392,9300,32939,32336,30922,48699,16562,588782,0.2392329041827964
588,"Polk County, Oregon",78333,24749,1080,895,4228,3910,4795,8765,1076,53584,0.3159460253022353
589,"Umatilla County, Oregon",74009,18463,1142,1079,3944,5216,4146,2519,417,55546,0.2494696590955154
590,"Washington County, Oregon",560363,143287,9599,8566,29339,29697,30180,29825,6081,417076,0.25570389194147364
591,"Yamhill County, Oregon",102055,28029,1672,1673,6428,4713,5337,7296,910,74026,0.27464602420263584
592,"Adams County, Pennsylvania",98877,23560,826,1141,5090,4836,4958,5747,962,75317,0.23827583765688684
593,"Allegheny County, Pennsylvania",1184719,280742,19666,11099,48781,50862,55263,67135,27936,903977,0.23696927288243036
594,"Armstrong County, Pennsylvania",64586,12979,964,743,2986,2699,2892,2007,688,51607,0.20095686371659494
595,"Beaver County, Pennsylvania",161903,34559,2567,2267,6338,7721,7211,7194,1261,127344,0.21345496995114357
596,"Berks County, Pennsylvania",400903,100043,5800,4543,20149,21071,22356,23035,3089,300860,0.24954415407218206
597,"Blair County, Pennsylvania",120272,25712,1581,1078,5570,6264,6012,4416,791,94560,0.21378209392044698
598,"Bucks County, Pennsylvania",608142,145849,8261,7456,29265,28775,36107,27450,8535,462293,0.23982721140786198
599,"Butler County, Pennsylvania",181096,43291,2845,2409,8463,8187,8952,10552,1883,137805,0.23905000662631976
600,"Cambria County, Pennsylvania",130882,30216,2411,1461,6583,4864,6177,7575,1145,100666,0.23086444278051985
601,"Carbon County, Pennsylvania",61881,11015,530,271,3143,2595,2783,901,792,50866,0.17800294112894102
602,"Centre County, Pennsylvania",157521,58937,1358,1698,4946,5824,6176,31070,7865,98584,0.37415328749817484
603,"Chester County, Pennsylvania",500228,137027,10020,6271,26225,28538,29174,28404,8395,363201,0.27392908833571894
604,"Clearfield County, Pennsylvania",78678,14269,915,411,3652,3618,3524,1951,198,64409,0.1813594651617987
605,"Columbia County, Pennsylvania",64956,17077,477,753,2485,2262,2799,7679,622,47879,0.2629010407044769
606,"Crawford County, Pennsylvania",83505,18642,840,805,4170,3916,4525,3856,530,64863,0.2232441171187354
607,"Cumberland County, Pennsylvania",240666,57781,3031,2486,10510,12347,12447,13991,2969,182885,0.24008792268122625
608,"Dauphin County, Pennsylvania",263551,60080,3529,1896,12824,14822,14554,9567,2888,203471,0.2279634681712458
609,"Delaware County, Pennsylvania",543933,150478,11155,7846,25870,27426,28812,42413,6956,393455,0.2766480430494197
610,"Erie County, Pennsylvania",267349,66815,3884,3695,14295,13223,12814,16126,2778,200534,0.24991677545081523
611,"Fayette County, Pennsylvania",128337,24844,1283,936,4807,6626,6435,4049,708,103493,0.1935840794159128
612,"Franklin County, Pennsylvania",149174,31231,915,1391,7813,8570,7516,4313,713,117943,0.20935953986619651
613,"Indiana County, Pennsylvania",84179,22467,1298,739,3080,4147,3555,8574,1074,61712,0.2668955440192922
614,"Lackawanna County, Pennsylvania",204985,47786,3067,2105,9911,10282,9013,10399,3009,157199,0.23311949654852795
615,"Lancaster County, Pennsylvania",516874,122772,7007,5724,30223,26434,26958,20173,6253,394102,0.23752790815556596
616,"Lawrence County, Pennsylvania",85030,18863,1808,730,3608,3952,4035,3910,820,66167,0.2218393508173586
617,"Lebanon County, Pennsylvania",133432,30699,1090,1432,7220,7616,7504,5093,744,102733,0.2300722465375622
618,"Lehigh County, Pennsylvania",350726,87780,3436,5503,17813,18424,20756,18109,3739,262946,0.25028084601654854
619,"Luzerne County, Pennsylvania",307716,67576,5287,2908,12153,15520,13983,15446,2279,240140,0.21960509040803858
620,"Lycoming County, Pennsylvania",111078,25621,921,1220,4877,5883,5232,6793,695,85457,0.2306577360053296
621,"Mercer County, Pennsylvania",109586,24043,1402,1231,4472,4984,6204,4996,754,85543,0.21939846330735677
622,"Monroe County, Pennsylvania",161863,39717,1717,2648,7158,7388,9170,10260,1376,122146,0.2453741744561759
623,"Montgomery County, Pennsylvania",795156,203188,16581,8304,41745,40316,44209,38281,13752,591968,0.25553224776018796
624,"Northampton County, Pennsylvania",293625,72694,3459,3738,12466,15081,14665,19216,4069,220931,0.24757428693060876
625,"Northumberland County, Pennsylvania",89844,16581,842,1147,4134,4094,3910,1894,560,73263,0.18455322559102444
626,"Philadelphia County, Pennsylvania",1499561,400792,24292,20707,72646,71054,74286,97551,40256,1098769,0.26727288853204373
627,"Schuylkill County, Pennsylvania",139542,27200,1624,1489,6397,6693,6826,3218,953,112342,0.19492339224032906
628,"Somerset County, Pennsylvania",72740,12315,1068,523,3035,2655,3081,1534,419,60425,0.16930162221611217
629,"Washington County, Pennsylvania",202116,44479,3905,1870,8653,9953,10144,7947,2007,157637,0.22006669437352808
630,"Westmoreland County, Pennsylvania",344664,71770,4497,3484,14941,14356,16114,15039,3339,272894,0.20823178515887938
631,"York County, Pennsylvania",428454,100573,6356,4661,22348,23468,23470,16025,4245,327881,0.2347346506276053
632,"Kent County, Rhode Island",160342,34940,3267,1271,6267,7597,7462,7090,1986,125402,0.21790921904429283
633,"Newport County, Rhode Island",80789,18152,471,1214,3240,3175,3605,4792,1655,62637,0.2246840535221379
634,"Providence County, Rhode Island",612571,165061,8995,5453,27480,30484,31979,50767,9903,447510,0.2694561120261978
635,"Washington County, Rhode Island",123432,33283,1732,914,3356,6367,6712,12902,1300,90149,0.26964644500615725
636,"Aiken County, South Carolina",161756,37446,1962,1494,9496,7265,9474,7170,585,124310,0.23149682237444053
637,"Anderson County, South Carolina",190272,45820,2618,2120,10692,11371,8743,9059,1217,144452,0.24081315169862091
638,"Beaufort County, South Carolina",177721,39874,3766,1671,9756,7132,7841,8097,1611,137847,0.22436290590307278
639,"Berkeley County, South Carolina",203139,50882,2566,3673,10509,11958,11447,8868,1861,152257,0.2504787362347949
640,"Charleston County, South Carolina",381933,90772,7689,5006,16659,16493,16381,23089,5455,291161,0.23766472129928548
641,"Darlington County, South Carolina",65449,16083,556,1489,2986,4221,3345,3045,441,49366,0.24573331907286589
642,"Dorchester County, South Carolina",148696,41784,3285,1573,8315,9948,10477,6265,1921,106912,0.2810028514553182
643,"Florence County, South Carolina",133591,37515,1349,3654,7146,7388,8177,8384,1417,96076,0.2808198157061479
644,"Greenville County, South Carolina",479193,122687,6718,8218,25804,26122,25517,24407,5901,356506,0.2560283643542372
645,"Greenwood County, South Carolina",67409,17406,678,810,3919,3545,4185,3987,282,50003,0.2582147784420478
646,"Horry County, South Carolina",313437,67616,4201,3813,13409,14121,14657,15659,1756,245821,0.21572437204286668
647,"Lancaster County, South Carolina",86444,19186,758,807,5293,4361,3571,3776,620,67258,0.2219471565406506
648,"Laurens County, South Carolina",64509,15715,410,1101,3853,3382,2525,3944,500,48794,0.2436094188407819
649,"Lexington County, South Carolina",276324,68537,4408,4692,15596,14100,14647,11965,3129,207787,0.2480312965938536
650,"Oconee County, South Carolina",73061,15754,527,553,3552,3916,3082,3784,340,57307,0.21562803684592327
651,"Orangeburg County, South Carolina",84487,23798,1016,1735,4049,5015,4394,6097,1492,60689,0.28167647093635706
652,"Pickens County, South Carolina",118467,38336,1224,1476,5078,5819,5212,15991,3536,80131,0.32360066516413855
653,"Richland County, South Carolina",396476,121096,6423,6960,21525,18673,21304,36630,9581,275380,0.3054308457510669
654,"Spartanburg County, South Carolina",291253,74846,2737,4061,16779,13953,18305,16605,2406,216407,0.2569793272515648
655,"Sumter County, South Carolina",102374,29228,1346,2894,5493,6030,5392,6505,1568,73146,0.2855021782874558
656,"York County, South Carolina",247596,67452,3077,3266,13357,16934,13371,15110,2337,180144,0.272427664421073
657,"Minnehaha County, South Dakota",178174,44497,2997,2728,10215,8810,9794,8360,1593,133677,0.24973901916104482
658,"Pennington County, South Dakota",105071,26156,1529,2274,4979,4966,4933,6532,943,78915,0.2489364334592799
659,"Anderson County, Tennessee",73348,14882,564,470,3705,2953,4044,2551,595,58466,0.20289578447946774
660,"Blount County, Tennessee",124331,25602,1573,1290,4816,7490,6151,3777,505,98729,0.20591807352953004
661,"Bradley County, Tennessee",101179,26034,665,1966,5041,6168,4110,6704,1380,75145,0.2573063580387234
662,"Davidson County, Tennessee",654774,164844,9269,9520,30379,30862,28339,40549,15926,489930,0.25175709481439396
663,"Greene County, Tennessee",66406,13506,538,660,2486,2572,3774,3027,449,52900,0.20338523627383068
664,"Hamilton County, Tennessee",346260,86628,5129,3746,13630,19514,16674,23441,4494,259632,0.2501819442037775
665,"Knox County, Tennessee",441054,116330,7360,5926,21184,20666,20122,31629,9443,324724,0.2637545515968566
666,"Madison County, Tennessee",93938,23917,1405,1177,3688,5439,5388,5805,1015,70021,0.2546041005769763
667,"Maury County, Tennessee",86661,19617,1905,1209,4244,3830,5123,2916,390,67044,0.2263648007754353
668,"Montgomery County, Tennessee",185971,59303,3783,4107,9963,10504,11061,16593,3292,126668,0.31888305165859193
669,"Putnam County, Tennessee",72876,19463,1279,408,2916,3043,3801,6795,1221,53413,0.2670700916625501
670,"Robertson County, Tennessee",66563,15320,1115,607,4505,3419,4248,1163,263,51243,0.23015789552754534
671,"Rutherford County, Tennessee",296056,86720,3736,4225,18268,16956,16681,23213,3641,209336,0.29291755613802795
672,"Sevier County, Tennessee",92775,19395,1131,936,4565,4037,5706,2503,517,73380,0.20905416329830234
673,"Shelby County, Tennessee",894734,244113,13266,11322,47000,56374,52921,48009,15221,650621,0.2728330431167252
674,"Sullivan County, Tennessee",152598,31789,1919,2392,7070,6421,7224,5938,825,120809,0.2083185887102059
675,"Sumner County, Tennessee",173463,42178,2761,2592,8988,9801,10663,6712,661,131285,0.24315271844716163
676,"Washington County, Tennessee",124642,31046,936,1235,6141,6477,6014,8406,1837,93596,0.24908136904093323
677,"Williamson County, Tennessee",212139,63843,5933,2820,12670,16048,15929,8091,2352,148296,0.3009489061417278
678,"Wilson County, Tennessee",128272,31714,1855,933,7640,8425,6699,5613,549,96558,0.24724023949108145
679,"Angelina County, Texas",83765,21780,1017,1074,5257,5499,4968,3403,562,61985,0.26001313197636244
680,"Bastrop County, Texas",79716,20041,1578,684,3875,5546,5955,2193,210,59675,0.25140498770635755
681,"Bell County, Texas",323027,96608,5372,4468,21691,18537,17835,24141,4564,226419,0.2990709754912128
682,"Bexar County, Texas",1839075,532597,31264,27970,113188,111734,108043,112403,27995,1306478,0.28960047850142057
683,"Bowie County, Texas",91486,25285,2750,1069,5779,5844,4839,4726,278,66201,0.2763810856305883
684,"Brazoria County, Texas",339664,92085,4750,5773,21813,22309,19370,16025,2045,247579,0.2711061519619389
685,"Brazos County, Texas",212375,93419,3334,2070,10837,8886,9097,47551,11644,118956,0.4398775750441436
686,"Cameron County, Texas",401287,125482,8506,7649,26492,30216,33140,17402,2077,275805,0.312698891317187
687,"Collin County, Texas",905977,269751,18443,14092,57782,60114,60047,42953,16320,636226,0.2977459692685355
688,"Comal County, Texas",129661,29970,1077,1825,7375,6747,8149,3671,1126,99691,0.23114120668512506
689,"Coryell County, Texas",71142,18642,1240,748,4607,4033,3955,3557,502,52500,0.26203930167833345
690,"Dallas County, Texas",2455363,681360,46084,40401,162830,147267,140487,118528,25763,1774003,0.27749868349404955
691,"Denton County, Texas",776283,231674,15506,11389,46087,47564,44940,53984,12204,544609,0.2984401307255215
692,"Ector County, Texas",147942,44060,2458,3392,11067,9565,8506,8226,846,103882,0.2978194157169702
693,"Ellis County, Texas",162028,46430,2978,2695,10122,10481,11166,7733,1255,115598,0.28655541017601893
694,"El Paso County, Texas",799121,253722,13591,12451,52352,50383,53568,59628,11749,545399,0.31750135461338147
695,"Fort Bend County, Texas",714926,224157,15122,12570,47814,48244,47763,43890,8754,490769,0.3135387438699949
696,"Galveston County, Texas",316924,89065,5723,5277,17410,18452,19620,18623,3960,227859,0.281029521273239
697,"Grayson County, Texas",122706,30343,609,1570,8113,5561,7336,5931,1223,92363,0.2472821214936515
698,"Gregg County, Texas",117938,31017,1863,1728,8069,6109,5415,7410,423,86921,0.26299411555223934
699,"Guadalupe County, Texas",149061,42522,2420,1683,9248,8787,10218,8515,1651,106539,0.2852657636806408
700,"Harris County, Texas",4373342,1271283,75997,69311,287879,267110,264530,244241,62215,3102059,0.2906891343050692
701,"Harrison County, Texas",63837,16625,1128,270,3438,4443,4177,2877,292,47212,0.26042890486708337
702,"Hays County, Texas",196219,63300,2320,3236,10552,9544,11084,23488,3076,132919,0.32259872897120057
703,"Henderson County, Texas",77323,17317,779,961,3520,4166,4726,2975,190,60006,0.22395664937987403
704,"Hidalgo County, Texas",805754,276101,15580,14809,61860,66619,62208,48185,6840,529653,0.34266165603893994
705,"Hunt County, Texas",87952,23516,1040,496,5336,5252,4633,5405,1354,64436,0.26737311260687646
706,"Jefferson County, Texas",244557,58610,4255,2802,14058,13423,12718,9741,1613,185947,0.23965783028087523
707,"Johnson County, Texas",157141,36601,2524,1729,8749,9579,9514,3914,592,120540,0.23291820721517617
708,"Kaufman County, Texas",113386,31524,1632,1063,7474,7682,7248,5888,537,81862,0.2780237419081721
709,"Liberty County, Texas",78631,18508,949,1518,4259,4401,4929,2241,211,60123,0.23537790438885428
710,"Lubbock County, Texas",289589,104220,4587,5489,16386,15266,14257,41253,6982,185369,0.35988936043841446
711,"McLennan County, Texas",238297,76066,4080,3541,14638,13295,13324,24235,2953,162231,0.319206704238828
712,"Midland County, Texas",153783,43373,2575,2088,10261,10825,8995,6106,2523,110410,0.2820402775339277
713,"Montgomery County, Texas",532241,143839,9715,5764,35317,32494,35040,20885,4624,388402,0.27025163412814873
714,"Nacogdoches County, Texas",63097,23057,754,546,4269,3299,2907,10954,328,40040,0.3654214938903593
715,"Nueces County, Texas",345792,91332,3609,4225,21471,19723,18430,21072,2802,254460,0.26412409772348694
716,"Orange County, Texas",81395,20987,1522,1446,3527,5642,4903,3421,526,60408,0.2578413907488175
717,"Parker County, Texas",124390,30292,1921,1719,5932,8546,6934,4371,869,94098,0.24352439906744916
718,"Potter County, Texas",114521,31528,1770,2613,7470,7516,6147,5163,849,82993,0.2753032194968608
719,"Randall County, Texas",127950,37214,1744,1853,6917,7777,7330,9920,1673,90736,0.29084798749511526
720,"Rockwall County, Texas",90662,28598,981,1722,5270,7329,6832,5521,943,62064,0.31543535329024286
721,"San Patricio County, Texas",65307,16965,1454,1060,3376,4537,3975,2209,354,48342,0.2597730717993477
722,"Smith County, Texas",214937,58212,3329,3430,13202,11358,12610,12936,1347,156725,0.2708328486951991
723,"Tarrant County, Texas",1928647,555176,31619,29690,118490,121290,115869,107751,30467,1373471,0.2878577572775111
724,"Taylor County, Texas",131175,36914,2498,2109,8751,5901,6280,9971,1404,94261,0.2814103297122165
725,"Tom Green County, Texas",113296,32010,1792,1151,6364,6289,5979,8933,1502,81286,0.2825342465753425
726,"Travis County, Texas",1152059,305378,21608,12875,65004,57829,48654,76639,22769,846681,0.26507149373426186
727,"Victoria County, Texas",88275,22069,973,1090,5708,5358,4455,4192,293,66206,0.25000283205890683
728,"Walker County, Texas",68686,20111,584,517,1274,3050,1503,12099,1084,48575,0.2927962030108028
729,"Webb County, Texas",255278,89294,5992,4888,20794,21485,20848,13866,1421,165984,0.34979120801635866
730,"Wichita County, Texas",125691,30503,1008,1753,6805,6952,5484,6939,1562,95188,0.2426824514086132
731,"Williamson County, Texas",509543,149484,11407,7569,31134,34155,32485,27124,5610,360059,0.29336876377459803
732,"Cache County, Utah",115665,45448,2210,1911,8185,8192,8279,14892,1779,70217,0.39292785198633984
733,"Davis County, Utah",325007,110012,7574,7511,25315,24776,22824,18186,3826,214995,0.33849117095939474
734,"Salt Lake County, Utah",1068571,325760,21659,19439,71909,66420,69007,58328,18998,742811,0.30485573724160586
735,"Utah County, Utah",557476,234041,11509,11876,46239,42860,41981,72868,6708,323435,0.4198225573836362
736,"Washington County, Utah",153435,47622,2085,2812,11116,8304,10199,11660,1446,105813,0.3103724704272167
737,"Weber County, Utah",235119,71780,4643,3530,17433,14645,15882,13026,2621,163339,0.3052922137300686
738,"Chittenden County, Vermont",156937,45406,2516,1840,6284,6564,7000,18104,3098,111531,0.28932629016739203
739,"Albemarle County, Virginia",103761,29391,1291,1427,6036,4602,4771,8925,2339,74370,0.28325671495070404
740,"Arlington County, Virginia",221951,47045,5239,3070,9249,7220,6661,6694,8912,174906,0.21196119864294372
741,"Augusta County, Virginia",72724,14863,1227,914,2018,4591,3590,1515,1008,57861,0.20437544689511028
742,"Bedford County, Virginia",76141,16415,749,1299,2768,4944,3731,1937,987,59726,0.2155868717248263
743,"Chesterfield County, Virginia",326938,90789,5049,3986,18515,19657,19566,18378,5638,236149,0.2776948534584539
744,"Fairfax County, Virginia",1096144,304196,20934,15250,61638,58606,65042,62279,20447,791948,0.27751463311389746
745,"Fauquier County, Virginia",66935,15825,1157,658,3009,4362,3983,2150,506,51110,0.2364233958317771
746,"Frederick County, Virginia",81433,18603,1371,1056,4008,4349,4364,2534,921,62830,0.2284454705094986
747,"Hanover County, Virginia",101919,25452,1422,1265,5062,6065,5832,4609,1197,76467,0.24972772495805493
748,"Henrico County, Virginia",315071,80202,4694,3698,18195,16082,18424,15706,3403,234869,0.2545521485633397
749,"James City County, Virginia",73218,19698,1017,1081,3313,4625,5118,2889,1655,53520,0.26903220519544374
750,"Loudoun County, Virginia",370187,115949,10132,6162,26894,25092,24948,17446,5275,254238,0.3132173739218287
751,"Montgomery County, Virginia",95026,41117,888,807,3366,2790,3993,24111,5162,53909,0.4326921053185444
752,"Prince William County, Virginia",433935,131138,6048,6859,28234,29299,27669,26928,6101,302797,0.3022065516724855
753,"Roanoke County, Virginia",91716,21551,789,1008,4027,4729,5523,4452,1023,70165,0.23497535871603645
754,"Rockingham County, Virginia",76699,18209,836,1005,3631,4626,3824,3578,709,58490,0.23740857116781183
755,"Spotsylvania County, Virginia",127515,35994,1712,2018,6983,8425,9046,6584,1226,91521,0.28227267380308196
756,"Stafford County, Virginia",139519,41779,1784,2290,9424,8349,9697,8030,2205,97740,0.29945025408725695
757,"York County, Virginia",66133,20151,1030,1080,3442,4617,4072,4262,1648,45982,0.30470415677498375
758,"Alexandria city, Virginia",149731,32445,3897,1174,5801,5244,4094,8354,3881,117286,0.21668859488015174
759,"Chesapeake city, Virginia",228863,63244,4536,3069,13946,11783,13833,12527,3550,165619,0.27633999379541474
760,"Hampton city, Virginia",131387,37716,1980,1201,6375,6325,6439,12022,3374,93671,0.287060363658505
761,"Lynchburg city, Virginia",77809,26378,1351,1950,2685,2190,3652,11725,2825,51431,0.33900962613579405
762,"Newport News city, Virginia",173375,50500,2592,2023,10190,8648,9161,15214,2672,122875,0.2912761355443403
763,"Norfolk city, Virginia",234078,65213,3708,2766,10756,10430,7578,24903,5072,168865,0.278595169131657
764,"Portsmouth city, Virginia",91041,24328,1073,1128,6260,4324,4295,5861,1387,66713,0.2672202633978098
765,"Richmond city, Virginia",214876,57306,2868,2650,8939,6442,8229,21736,6442,157570,0.26669334872205364
766,"Roanoke city, Virginia",95662,22889,2099,1165,5682,3945,4561,4532,905,72773,0.2392695114047375
767,"Suffolk city, Virginia",85446,23690,1289,689,4312,6227,5369,4158,1646,61756,0.27725112936825597
768,"Virginia Beach city, Virginia",435464,117782,7016,5092,21082,24125,22774,30923,6770,317682,0.2704747120313045
769,"Benton County, Washington",186922,52448,2722,2901,14743,10779,11426,7797,2080,134474,0.28058762478466953
770,"Chelan County, Washington",74248,17300,1401,1091,4646,3500,4281,2017,364,56948,0.23300290916927055
771,"Clallam County, Washington",72969,14192,1156,1155,3042,2260,3310,3162,107,58777,0.1944935520563527
772,"Clark County, Washington",449959,114783,7399,5176,28079,23758,27102,19353,3916,335176,0.25509657546576464
773,"Cowlitz County, Washington",101443,24007,850,575,5375,5655,6985,3565,1002,77436,0.23665506737773923
774,"Franklin County, Washington",85144,28029,1005,1566,7909,7085,6290,3846,328,57115,0.32919524570139996
775,"Grant County, Washington",88063,25954,541,1289,6698,5912,6979,4238,297,62109,0.2947208248640178
776,"Grays Harbor County, Washington",69408,14131,864,706,2846,4078,3376,2040,221,55277,0.20359324573536192
777,"Island County, Washington",80560,16629,1238,896,3518,2702,3701,4310,264,63931,0.2064175769612711
778,"King County, Washington",2073843,496926,37767,25151,100729,90442,95263,108563,39011,1576917,0.23961601722020423
779,"Kitsap County, Washington",255661,58668,4315,2938,11725,12360,11078,13518,2734,196993,0.2294757510922667
780,"Lewis County, Washington",74774,16994,907,401,4074,3482,4532,3011,587,57780,0.22727151148795036
781,"Pierce County, Washington",825499,202640,11837,9735,43603,43553,43948,42501,7463,622859,0.24547576677863933
782,"Skagit County, Washington",119710,27729,2201,1223,5649,6328,6141,5661,526,91981,0.2316347840614819
783,"Snohomish County, Washington",757658,186186,12238,8155,41238,38829,39959,37571,8196,571472,0.24573884259124829
784,"Spokane County, Washington",481863,123070,7706,4929,23451,26594,23834,31312,5244,358793,0.2554045444452054
